portfolio_id,student_id,projects,certifications,github_repositories,github_score
2066,3066,4,5,6,48
2067,3067,2,1,5,25
2068,3068,1,3,1,24
2069,3069,5,5,9,58
2070,3070,3,3,7,60
2071,3071,1,1,10,30
2072,3072,2,2,5,30
2073,3073,2,3,2,41
2074,3074,2,3,9,28
2075,3075,3,2,3,40
2076,3076,4,5,11,75
2077,3077,1,1,4,30
2078,3078,5,5,6,80
2079,3079,2,3,4,57
2080,3080,3,2,3,48
2081,3081,3,3,7,42
2082,3082,4,5,7,56
2083,3083,0,2,1,10
2084,3084,4,5,4,54
2085,3085,5,5,15,72
2086,3086,3,3,8,55
2087,3087,4,4,14,73
2088,3088,2,2,11,51
2089,3089,2,2,5,40
2090,3090,2,2,12,41
2091,3091,3,2,12,44
2092,3092,2,3,2,52
2093,3093,2,4,8,46
2094,3094,3,5,10,33
2095,3095,4,2,13,61
2096,3096,4,3,5,49
2097,3097,4,3,5,56
2098,3098,4,5,6,60
2099,3099,2,2,8,44
2100,3100,2,5,9,48
2101,3101,3,3,5,57
2102,3102,0,1,5,44
2103,3103,2,3,8,37
2104,3104,2,4,5,36
2105,3105,4,3,6,60
2106,3106,3,3,5,33
2107,3107,4,4,12,55
2108,3108,3,6,4,50
2109,3109,5,5,9,78
2110,3110,2,1,2,50
2111,3111,4,4,14,73
2112,3112,3,4,11,55
2113,3113,3,4,5,40
2114,3114,2,3,9,52
2115,3115,2,1,9,45
2116,3116,3,4,6,54
2117,3117,1,2,7,37
2118,3118,2,1,7,30
2119,3119,4,6,4,41
2120,3120,1,3,7,40
2121,3121,3,3,10,49
2122,3122,1,4,3,36
2123,3123,2,1,10,32
2124,3124,4,6,10,59
2125,3125,3,3,3,46
2126,3126,3,3,11,41
2127,3127,3,2,4,72
2128,3128,3,3,6,29
2129,3129,5,6,12,72
2130,3130,4,4,12,71
2131,3131,2,2,9,33
2132,3132,2,3,4,41
2133,3133,3,5,5,51
2134,3134,2,2,12,35
2135,3135,5,6,12,91
2136,3136,3,4,6,43
2137,3137,2,3,12,41
2138,3138,1,0,5,38
2139,3139,4,3,5,68
2140,3140,2,2,10,48
2141,3141,4,5,9,68
2142,3142,4,2,14,59
2143,3143,1,2,8,41
2144,3144,4,5,14,60
2145,3145,3,4,6,63
2146,3146,4,4,6,43
2147,3147,4,4,5,46
2148,3148,1,3,5,35
2149,3149,3,4,10,45
2150,3150,3,4,8,61
2151,3151,2,1,9,34
2152,3152,4,5,14,61
2153,3153,3,4,3,48
2154,3154,3,3,11,66
2155,3155,3,5,8,72
2156,3156,1,1,8,26
2157,3157,2,3,9,46
2158,3158,4,5,12,64
2159,3159,2,3,5,40
2160,3160,1,1,4,10
2161,3161,3,3,12,63
2162,3162,4,5,4,47
2163,3163,3,4,6,43
2164,3164,4,3,11,52
2165,3165,3,2,4,55
2166,3166,4,5,7,56
2167,3167,2,3,3,48
2168,3168,4,4,11,46
2169,3169,2,3,7,16
2170,3170,3,3,4,40
2171,3171,2,3,9,54
2172,3172,2,1,4,35
2173,3173,1,1,9,16
2174,3174,4,4,7,39
2175,3175,4,5,5,49
2176,3176,3,5,7,51
2177,3177,1,2,8,39
2178,3178,3,4,10,54
2179,3179,5,5,15,63
2180,3180,3,3,3,48
2181,3181,5,5,13,74
2182,3182,2,3,2,37
2183,3183,3,2,12,29
2184,3184,1,2,8,32
2185,3185,1,2,2,21
2186,3186,4,5,10,70
2187,3187,2,2,10,61
2188,3188,4,3,11,50
2189,3189,2,2,3,22
2190,3190,3,2,6,36
2191,3191,3,2,11,48
2192,3192,5,5,10,80
2193,3193,3,3,9,38
2194,3194,3,2,13,65
2195,3195,1,1,8,26
2196,3196,3,4,10,49
2197,3197,3,5,11,48
2198,3198,2,2,6,39
2199,3199,3,3,10,63
2200,3200,4,4,5,48
2201,3201,1,2,3,42
2202,3202,2,3,2,36
2203,3203,4,5,4,45
2204,3204,3,3,11,54
2205,3205,4,4,9,55
2206,3206,4,4,9,56
2207,3207,2,2,12,40
2208,3208,2,3,5,26
2209,3209,1,1,4,45
2210,3210,2,0,10,44
2211,3211,2,2,12,41
2212,3212,4,4,10,45
2213,3213,4,5,13,73
2214,3214,2,2,4,43
2215,3215,5,4,13,86
2216,3216,2,4,6,39
2217,3217,3,3,10,32
2218,3218,2,2,3,49
2219,3219,3,3,6,46
2220,3220,1,0,11,34
2221,3221,2,4,9,40
2222,3222,3,3,12,55
2223,3223,2,1,3,29
2224,3224,2,3,10,39
2225,3225,5,5,7,62
2226,3226,5,5,9,69
2227,3227,2,3,8,34
2228,3228,2,2,2,32
2229,3229,1,2,4,48
2230,3230,1,0,6,31
2231,3231,2,2,6,39
2232,3232,4,4,13,54
2233,3233,0,1,7,29
2234,3234,1,2,7,24
2235,3235,3,4,10,60
2236,3236,2,2,5,39
2237,3237,2,3,11,48
2238,3238,4,4,5,57
2239,3239,2,2,11,52
2240,3240,4,3,12,47
2241,3241,4,4,7,60
2242,3242,3,4,5,46
2243,3243,3,4,12,41
2244,3244,5,5,12,77
2245,3245,3,4,4,52
2246,3246,2,4,5,38
2247,3247,3,2,10,33
2248,3248,4,6,11,55
2249,3249,3,3,4,37
2250,3250,4,4,5,62
2251,3251,3,2,8,42
2252,3252,4,5,7,80
2253,3253,3,4,10,76
2254,3254,3,4,12,54
2255,3255,1,2,9,24
2256,3256,2,2,10,34
2257,3257,2,1,5,27
2258,3258,2,3,5,17
2259,3259,2,2,10,39
2260,3260,3,4,9,60
2261,3261,5,5,15,83
2262,3262,4,5,10,60
2263,3263,4,4,7,64
2264,3264,1,2,10,34
2265,3265,2,1,9,31
2266,3266,4,5,13,54
2267,3267,3,4,12,53
2268,3268,4,2,6,56
2269,3269,3,5,4,37
2270,3270,3,3,5,47
2271,3271,1,2,5,10
2272,3272,2,2,6,23
2273,3273,3,3,8,68
2274,3274,2,4,3,49
2275,3275,4,4,11,63
2276,3276,3,5,6,53
2277,3277,3,4,4,35
2278,3278,1,2,9,25
2279,3279,2,2,5,29
2280,3280,4,4,4,73
2281,3281,1,0,7,18
2282,3282,1,1,2,15
2283,3283,3,5,8,43
2284,3284,3,4,8,55
2285,3285,1,0,10,43
2286,3286,2,2,5,37
2287,3287,2,3,12,14
2288,3288,3,2,9,54
2289,3289,4,6,10,59
2290,3290,3,3,11,57
2291,3291,2,3,2,29
2292,3292,3,4,5,49
2293,3293,3,3,7,52
2294,3294,1,3,10,25
2295,3295,4,4,10,60
2296,3296,1,1,10,25
2297,3297,2,2,6,41
2298,3298,4,5,12,61
2299,3299,0,1,2,10
2300,3300,2,3,9,23
2301,3301,4,5,9,56
2302,3302,2,3,9,52
2303,3303,5,6,14,69
2304,3304,3,4,10,43
2305,3305,1,2,7,49
2306,3306,3,5,7,41
2307,3307,4,4,11,62
2308,3308,1,1,9,38
2309,3309,1,3,7,13
2310,3310,4,3,12,62
2311,3311,1,3,1,47
2312,3312,4,3,5,60
2313,3313,2,2,7,25
2314,3314,3,5,6,51
2315,3315,1,1,11,37
2316,3316,1,1,8,31
2317,3317,3,3,4,32
2318,3318,3,4,9,45
2319,3319,3,3,13,54
2320,3320,1,1,9,40
2321,3321,1,2,2,10
2322,3322,4,3,12,64
2323,3323,3,3,12,46
2324,3324,4,5,4,73
2325,3325,3,3,13,51
2326,3326,3,4,5,50
2327,3327,3,3,9,42
2328,3328,2,3,12,53
2329,3329,2,3,7,27
2330,3330,3,3,12,45
2331,3331,2,4,4,51
2332,3332,2,2,10,18
2333,3333,4,4,6,66
2334,3334,1,1,8,10
2335,3335,1,3,7,31
2336,3336,2,3,9,37
2337,3337,2,2,12,25
2338,3338,2,4,12,50
2339,3339,3,5,7,55
2340,3340,1,1,3,21
2341,3341,1,0,10,17
2342,3342,1,2,8,24
2343,3343,3,5,3,55
2344,3344,3,3,8,51
2345,3345,4,3,10,64
2346,3346,2,2,10,34
2347,3347,3,4,8,50
2348,3348,3,3,7,42
2349,3349,5,4,10,76
2350,3350,5,5,14,89
2351,3351,2,1,11,51
2352,3352,3,4,11,57
2353,3353,2,2,6,29
2354,3354,3,2,4,44
2355,3355,2,3,12,36
2356,3356,5,6,8,90
2357,3357,3,4,10,37
2358,3358,2,2,2,35
2359,3359,5,5,12,66
2360,3360,1,3,4,13
2361,3361,2,3,11,37
2362,3362,5,5,8,65
2363,3363,4,5,13,57
2364,3364,1,1,5,32
2365,3365,2,3,9,42
2366,3366,4,4,5,55
2367,3367,4,5,6,74
2368,3368,2,2,8,28
2369,3369,2,2,2,20
2370,3370,1,3,11,39
2371,3371,0,0,8,10
2372,3372,4,4,4,47
2373,3373,4,6,7,69
2374,3374,2,3,3,40
2375,3375,3,3,12,52
2376,3376,2,1,6,42
2377,3377,2,2,12,40
2378,3378,4,5,13,78
2379,3379,4,3,4,50
2380,3380,3,3,12,42
2381,3381,4,4,11,48
2382,3382,2,2,5,48
2383,3383,4,5,8,55
2384,3384,4,4,10,65
2385,3385,3,2,9,50
2386,3386,4,3,4,78
2387,3387,3,3,12,52
2388,3388,2,3,10,62
2389,3389,4,5,13,52
2390,3390,5,5,11,67
2391,3391,4,5,6,61
2392,3392,2,4,11,45
2393,3393,4,4,12,63
2394,3394,2,2,8,48
2395,3395,4,5,5,60
2396,3396,2,2,10,30
2397,3397,3,3,8,49
2398,3398,2,3,2,49
2399,3399,4,4,5,66
2400,3400,3,3,9,30
2401,3401,4,5,12,57
2402,3402,3,3,9,49
2403,3403,5,5,7,79
2404,3404,2,2,6,26
2405,3405,0,1,7,10
2406,3406,1,1,10,27
2407,3407,4,5,9,54
2408,3408,1,2,7,39
2409,3409,5,5,15,68
2410,3410,2,1,11,44
2411,3411,4,4,12,79
2412,3412,1,1,9,32
2413,3413,1,3,10,24
2414,3414,1,2,10,29
2415,3415,2,2,5,54
2416,3416,4,4,11,58
2417,3417,1,2,5,30
2418,3418,5,4,6,67
2419,3419,3,3,3,60
2420,3420,4,5,6,48
2421,3421,4,5,13,48
2422,3422,2,3,9,42
2423,3423,4,4,6,62
2424,3424,4,4,13,58
2425,3425,3,5,9,40
2426,3426,2,4,2,33
2427,3427,1,2,11,21
2428,3428,3,3,5,45
2429,3429,3,3,11,37
2430,3430,3,4,13,52
2431,3431,4,4,8,72
2432,3432,1,2,11,25
2433,3433,4,4,11,52
2434,3434,3,4,4,53
2435,3435,3,6,13,49
2436,3436,2,2,12,34
2437,3437,3,2,11,53
2438,3438,4,4,11,49
2439,3439,2,3,6,46
2440,3440,4,4,11,62
2441,3441,2,1,9,36
2442,3442,5,6,9,74
2443,3443,1,1,9,24
2444,3444,3,5,13,62
2445,3445,3,4,7,56
2446,3446,3,2,4,48
2447,3447,3,1,10,42
2448,3448,1,2,6,35
2449,3449,3,4,11,45
2450,3450,3,4,12,58
2451,3451,4,4,9,62
2452,3452,5,6,11,65
2453,3453,2,2,12,36
2454,3454,1,2,2,45
2455,3455,2,3,10,47
2456,3456,3,3,7,64
2457,3457,2,2,4,42
2458,3458,1,2,4,11
2459,3459,3,2,5,52
2460,3460,0,1,2,10
2461,3461,2,2,3,50
2462,3462,1,2,11,29
2463,3463,2,4,6,30
2464,3464,2,1,11,53
2465,3465,3,2,3,24
2466,3466,5,5,7,68
2467,3467,3,2,10,43
2468,3468,4,5,9,64
2469,3469,2,2,6,41
2470,3470,5,5,15,58
2471,3471,4,5,10,56
2472,3472,4,5,10,74
2473,3473,1,2,4,26
2474,3474,2,4,9,36
2475,3475,5,4,14,45
2476,3476,4,4,6,50
2477,3477,3,4,10,61
2478,3478,3,4,13,41
2479,3479,4,4,7,70
2480,3480,0,2,1,16
2481,3481,4,3,4,42
2482,3482,2,4,4,32
2483,3483,1,2,10,27
2484,3484,4,4,14,47
2485,3485,1,2,10,15
2486,3486,4,6,4,63
2487,3487,1,1,5,36
2488,3488,2,1,7,36
2489,3489,3,4,4,76
2490,3490,2,1,4,39
2491,3491,1,1,10,34
2492,3492,3,6,12,37
2493,3493,2,1,4,31
2494,3494,3,3,12,53
2495,3495,1,2,6,15
2496,3496,3,4,11,53
2497,3497,2,1,5,36
2498,3498,1,1,6,27
2499,3499,0,1,4,36
2500,3500,4,4,13,51
2501,3501,3,3,4,35
2502,3502,1,1,3,34
2503,3503,3,3,8,52
2504,3504,3,3,8,59
2505,3505,2,1,2,33
2506,3506,1,1,11,25
2507,3507,4,3,8,67
2508,3508,1,2,7,48
2509,3509,4,4,5,61
2510,3510,2,2,7,42
2511,3511,5,4,6,65
2512,3512,3,3,10,59
2513,3513,3,5,7,76
2514,3514,1,1,11,35
2515,3515,3,4,4,47
2516,3516,1,2,9,33
2517,3517,4,5,7,72
2518,3518,2,3,2,31
2519,3519,1,1,1,26
2520,3520,4,4,11,58
2521,3521,1,2,10,20
2522,3522,4,6,9,71
2523,3523,3,3,8,54
2524,3524,4,5,4,59
2525,3525,4,4,12,45
2526,3526,1,2,1,23
2527,3527,2,2,5,51
2528,3528,3,2,9,39
2529,3529,3,3,9,66
2530,3530,2,3,4,43
2531,3531,3,3,6,66
2532,3532,2,1,2,51
2533,3533,3,4,6,34
2534,3534,2,3,10,45
2535,3535,2,3,4,37
2536,3536,3,3,8,41
2537,3537,3,2,11,57
2538,3538,2,2,7,50
2539,3539,4,4,4,53
2540,3540,4,3,10,58
2541,3541,1,1,3,28
2542,3542,1,1,11,13
2543,3543,1,2,2,16
2544,3544,1,2,5,32
2545,3545,4,4,14,64
2546,3546,3,3,3,48
2547,3547,4,4,7,74
2548,3548,5,6,8,72
2549,3549,4,5,13,44
2550,3550,2,2,3,38
2551,3551,3,4,7,59
2552,3552,3,3,4,48
2553,3553,2,2,9,18
2554,3554,3,6,9,37
2555,3555,3,2,4,42
2556,3556,3,2,11,33
2557,3557,2,3,3,27
2558,3558,2,5,7,60
2559,3559,1,1,7,41
2560,3560,1,2,11,37
2561,3561,2,2,3,45
2562,3562,2,3,2,49
2563,3563,4,5,14,64
2564,3564,2,2,4,31
2565,3565,4,4,14,47
2566,3566,4,5,7,36
2567,3567,2,3,8,41
2568,3568,1,3,6,22
2569,3569,1,2,3,40
2570,3570,2,1,12,33
2571,3571,0,2,4,24
2572,3572,4,4,14,66
2573,3573,3,3,5,61
2574,3574,2,4,6,32
2575,3575,4,5,12,58
2576,3576,2,3,4,51
2577,3577,3,3,4,54
2578,3578,3,5,13,48
2579,3579,3,3,5,66
2580,3580,0,1,1,11
2581,3581,2,4,7,52
2582,3582,4,5,4,63
2583,3583,3,4,10,48
2584,3584,3,4,12,55
2585,3585,4,5,5,66
2586,3586,3,4,8,62
2587,3587,2,3,10,31
2588,3588,3,3,10,66
2589,3589,2,3,6,33
2590,3590,3,5,7,46
2591,3591,2,2,2,41
2592,3592,4,5,5,38
2593,3593,1,1,11,23
2594,3594,3,4,13,46
2595,3595,2,2,10,27
2596,3596,2,3,7,32
2597,3597,3,3,13,49
2598,3598,3,3,12,40
2599,3599,1,2,8,47
2600,3600,2,4,4,54
2601,3601,3,3,5,52
2602,3602,3,5,3,49
2603,3603,2,4,4,30
2604,3604,2,3,6,30
2605,3605,2,4,9,41
2606,3606,3,2,5,66
2607,3607,2,3,10,46
2608,3608,4,6,7,62
2609,3609,2,3,7,38
2610,3610,2,2,8,36
2611,3611,4,4,11,38
2612,3612,1,1,4,25
2613,3613,4,4,12,59
2614,3614,3,4,11,43
2615,3615,2,2,4,55
2616,3616,5,6,15,49
2617,3617,4,5,14,62
2618,3618,2,2,12,36
2619,3619,2,3,6,46
2620,3620,3,3,4,68
2621,3621,3,3,5,61
2622,3622,2,3,6,35
2623,3623,3,4,13,52
2624,3624,4,4,5,45
2625,3625,3,3,11,51
2626,3626,5,5,7,67
2627,3627,1,1,3,22
2628,3628,3,3,3,46
2629,3629,4,4,4,78
2630,3630,3,5,7,56
2631,3631,1,2,2,38
2632,3632,2,2,8,47
2633,3633,5,5,15,68
2634,3634,2,2,9,30
2635,3635,3,4,5,34
2636,3636,4,4,13,43
2637,3637,1,2,4,32
2638,3638,3,5,4,58
2639,3639,4,5,13,69
2640,3640,1,1,1,27
2641,3641,3,4,12,54
2642,3642,0,2,7,28
2643,3643,3,5,13,28
2644,3644,2,4,8,41
2645,3645,1,2,6,34
2646,3646,4,6,14,39
2647,3647,4,4,9,74
2648,3648,4,3,6,66
2649,3649,1,1,4,36
2650,3650,1,1,5,33
2651,3651,2,1,7,21
2652,3652,2,3,8,54
2653,3653,2,2,6,46
2654,3654,2,2,9,44
2655,3655,4,5,7,35
2656,3656,3,2,12,65
2657,3657,4,5,13,52
2658,3658,2,3,4,22
2659,3659,1,2,10,23
2660,3660,2,2,8,40
2661,3661,3,5,6,46
2662,3662,1,2,8,10
2663,3663,2,3,10,40
2664,3664,1,2,6,26
2665,3665,3,4,3,34
2666,3666,2,3,7,48
2667,3667,3,4,7,55
2668,3668,4,3,8,63
2669,3669,4,4,9,72
2670,3670,3,3,13,42
2671,3671,4,5,10,65
2672,3672,5,6,8,60
2673,3673,4,3,6,61
2674,3674,1,2,7,24
2675,3675,0,2,4,46
2676,3676,4,6,8,59
2677,3677,5,4,14,75
2678,3678,1,3,2,25
2679,3679,4,3,7,50
2680,3680,2,3,2,50
2681,3681,3,5,5,49
2682,3682,3,3,3,45
2683,3683,5,4,11,68
2684,3684,4,5,4,63
2685,3685,1,1,5,14
2686,3686,4,4,12,59
2687,3687,2,3,7,29
2688,3688,3,2,8,49
2689,3689,1,3,9,17
2690,3690,4,5,13,45
2691,3691,0,1,4,31
2692,3692,3,3,13,54
2693,3693,2,2,8,33
2694,3694,3,4,11,68
2695,3695,3,3,11,51
2696,3696,3,1,5,54
2697,3697,2,1,11,39
2698,3698,4,5,12,64
2699,3699,5,5,5,75
2700,3700,3,5,12,42
2701,3701,4,4,5,66
2702,3702,3,4,4,56
2703,3703,2,1,4,40
2704,3704,1,2,5,37
2705,3705,2,3,2,40
2706,3706,2,3,9,48
2707,3707,2,2,5,56
2708,3708,2,2,2,33
2709,3709,2,2,5,37
2710,3710,1,1,4,21
2711,3711,5,6,10,60
2712,3712,3,3,5,45
2713,3713,1,2,8,32
2714,3714,4,6,10,63
2715,3715,3,2,11,54
2716,3716,5,5,10,74
2717,3717,4,4,4,52
2718,3718,2,4,8,33
2719,3719,2,2,7,48
2720,3720,2,4,9,38
2721,3721,2,3,2,37
2722,3722,3,2,6,47
2723,3723,3,3,3,37
2724,3724,2,2,3,30
2725,3725,1,3,9,17
2726,3726,4,4,10,55
2727,3727,3,5,12,65
2728,3728,2,2,8,48
2729,3729,3,5,5,60
2730,3730,2,2,4,40
2731,3731,4,4,14,54
2732,3732,2,3,11,35
2733,3733,3,4,7,44
2734,3734,2,4,9,32
2735,3735,3,2,11,48
2736,3736,4,5,8,56
2737,3737,2,3,11,30
2738,3738,2,0,6,38
2739,3739,5,5,5,79
2740,3740,3,6,13,56
2741,3741,3,3,9,60
2742,3742,2,1,4,31
2743,3743,1,2,9,23
2744,3744,4,4,8,68
2745,3745,2,2,6,39
2746,3746,3,2,6,28
2747,3747,2,3,10,30
2748,3748,3,2,7,45
2749,3749,2,4,9,36
2750,3750,1,2,11,37
2751,3751,3,3,5,44
2752,3752,4,3,5,70
2753,3753,2,4,2,41
2754,3754,3,2,12,43
2755,3755,4,4,10,53
2756,3756,3,2,5,41
2757,3757,1,3,11,42
2758,3758,3,4,10,49
2759,3759,3,4,5,53
2760,3760,0,1,0,10
2761,3761,3,2,3,40
2762,3762,2,2,10,39
2763,3763,2,3,7,32
2764,3764,3,3,5,47
2765,3765,1,2,3,24
2766,3766,4,4,13,67
2767,3767,1,1,1,27
2768,3768,3,4,8,56
2769,3769,3,3,11,64
2770,3770,5,5,9,87
2771,3771,4,4,5,46
2772,3772,2,2,4,28
2773,3773,4,4,4,51
2774,3774,5,4,10,57
2775,3775,2,2,9,35
2776,3776,2,1,3,37
2777,3777,1,2,5,34
2778,3778,4,5,11,53
2779,3779,4,5,14,37
2780,3780,3,3,5,55
2781,3781,4,4,11,64
2782,3782,3,4,5,58
2783,3783,1,2,1,43
2784,3784,4,4,10,51
2785,3785,3,4,3,43
2786,3786,2,3,9,34
2787,3787,2,2,7,34
2788,3788,3,3,11,50
2789,3789,2,4,7,33
2790,3790,1,1,5,44
2791,3791,3,4,11,37
2792,3792,2,5,6,45
2793,3793,4,4,6,68
2794,3794,5,5,14,73
2795,3795,4,4,6,62
2796,3796,1,2,3,33
2797,3797,4,4,6,55
2798,3798,1,0,5,29
2799,3799,2,2,7,51
2800,3800,4,3,9,64
2801,3801,2,3,3,57
2802,3802,3,5,12,52
2803,3803,3,3,6,57
2804,3804,4,5,14,62
2805,3805,4,5,11,53
2806,3806,3,4,6,35
2807,3807,3,5,5,51
2808,3808,2,2,3,32
2809,3809,4,5,11,68
2810,3810,4,3,11,48
2811,3811,2,2,12,37
2812,3812,2,3,10,40
2813,3813,2,2,8,56
2814,3814,4,2,13,77
2815,3815,3,3,12,63
2816,3816,1,2,5,36
2817,3817,3,4,3,26
2818,3818,1,1,11,36
2819,3819,2,3,10,43
2820,3820,4,4,14,65
2821,3821,2,2,5,29
2822,3822,1,1,6,27
2823,3823,4,4,9,60
2824,3824,3,3,3,52
2825,3825,1,1,11,39
2826,3826,1,1,1,54
2827,3827,2,2,6,60
2828,3828,3,4,12,57
2829,3829,1,2,2,34
2830,3830,4,4,10,76
2831,3831,2,1,7,39
2832,3832,4,6,5,61
2833,3833,2,3,9,52
2834,3834,3,4,9,71
2835,3835,2,2,12,42
2836,3836,5,5,11,73
2837,3837,3,4,9,50
2838,3838,3,4,4,32
2839,3839,3,4,10,50
2840,3840,4,5,4,49
2841,3841,4,5,7,53
2842,3842,3,6,5,63
2843,3843,4,5,14,75
2844,3844,4,4,10,50
2845,3845,4,4,12,63
2846,3846,2,1,2,46
2847,3847,3,3,10,60
2848,3848,2,2,7,30
2849,3849,3,2,5,54
2850,3850,2,1,3,38
2851,3851,4,3,8,60
2852,3852,3,3,6,59
2853,3853,2,3,12,37
2854,3854,3,2,12,56
2855,3855,2,2,10,47
2856,3856,3,4,11,53
2857,3857,2,2,3,33
2858,3858,5,5,7,52
2859,3859,3,3,11,37
2860,3860,3,4,10,40
2861,3861,2,2,9,33
2862,3862,3,2,11,45
2863,3863,4,3,4,78
2864,3864,1,2,11,15
2865,3865,2,3,6,52
2866,3866,2,2,4,39
2867,3867,2,1,11,34
2868,3868,4,3,4,41
2869,3869,1,1,4,37
2870,3870,2,2,5,45
2871,3871,3,3,13,45
2872,3872,1,3,9,28
2873,3873,4,4,10,69
2874,3874,3,5,6,58
2875,3875,3,3,13,44
2876,3876,1,1,10,30
2877,3877,1,2,4,40
2878,3878,1,2,7,27
2879,3879,1,1,6,40
2880,3880,2,2,7,38
2881,3881,3,5,7,51
2882,3882,1,2,11,32
2883,3883,2,3,4,31
2884,3884,3,3,6,50
2885,3885,3,5,3,22
2886,3886,2,3,2,20
2887,3887,4,5,9,61
2888,3888,2,4,3,43
2889,3889,1,2,2,49
2890,3890,4,5,7,67
2891,3891,4,3,7,49
2892,3892,4,4,7,50
2893,3893,4,3,13,57
2894,3894,4,3,8,44
2895,3895,3,5,10,43
2896,3896,2,2,6,45
2897,3897,2,4,4,55
2898,3898,2,2,5,50
2899,3899,2,1,7,38
2900,3900,2,3,2,44
2901,3901,2,2,2,39
2902,3902,5,5,7,87
2903,3903,5,4,8,72
2904,3904,3,4,3,50
2905,3905,1,2,11,35
2906,3906,3,4,8,67
2907,3907,3,1,4,24
2908,3908,2,2,9,46
2909,3909,2,2,3,41
2910,3910,3,2,4,54
2911,3911,5,5,8,79
2912,3912,1,3,7,19
2913,3913,0,0,3,18
2914,3914,2,2,3,30
2915,3915,3,5,9,50
2916,3916,1,1,8,46
2917,3917,4,4,5,39
2918,3918,2,1,4,49
2919,3919,3,3,5,56
2920,3920,1,2,1,34
2921,3921,1,2,8,21
2922,3922,2,1,10,35
2923,3923,2,1,4,45
2924,3924,1,1,9,25
2925,3925,3,5,12,52
2926,3926,2,2,3,29
2927,3927,1,3,2,36
2928,3928,3,2,4,53
2929,3929,2,3,8,49
2930,3930,3,5,9,53
2931,3931,2,3,8,37
2932,3932,3,2,3,38
2933,3933,3,4,7,58
2934,3934,2,4,10,48
2935,3935,3,2,10,44
2936,3936,3,1,9,58
2937,3937,2,2,3,16
2938,3938,5,4,11,64
2939,3939,3,2,3,56
2940,3940,3,4,13,36
2941,3941,4,4,5,66
2942,3942,1,1,4,33
2943,3943,5,4,14,70
2944,3944,1,0,9,34
2945,3945,3,2,3,49
2946,3946,1,1,7,29
2947,3947,2,2,3,35
2948,3948,3,4,6,44
2949,3949,5,4,12,73
2950,3950,1,1,9,49
2951,3951,4,6,8,64
2952,3952,4,4,13,56
2953,3953,1,1,6,43
2954,3954,4,5,6,52
2955,3955,2,0,4,41
2956,3956,4,5,13,67
2957,3957,1,1,10,37
2958,3958,2,2,10,45
2959,3959,2,2,12,48
2960,3960,2,3,3,24
2961,3961,1,2,6,38
2962,3962,3,3,10,44
2963,3963,2,1,9,36
2964,3964,3,3,12,57
2965,3965,2,5,12,39
2966,3966,2,2,10,27
2967,3967,2,3,8,42
2968,3968,4,6,8,52
2969,3969,2,2,12,35
2970,3970,4,5,4,59
2971,3971,1,2,4,34
2972,3972,2,3,9,48
2973,3973,2,4,12,43
2974,3974,3,4,11,30
2975,3975,3,2,9,40
2976,3976,3,6,11,40
2977,3977,3,1,6,30
2978,3978,3,4,5,53
2979,3979,3,4,3,58
2980,3980,2,0,6,35
2981,3981,1,1,10,34
2982,3982,1,0,4,22
2983,3983,3,3,5,47
2984,3984,4,4,7,42
2985,3985,1,2,11,32
2986,3986,3,3,6,40
2987,3987,3,5,4,45
2988,3988,4,6,10,52
2989,3989,1,2,1,29
2990,3990,1,1,3,26
2991,3991,3,3,10,39
2992,3992,2,3,12,42
2993,3993,1,3,7,31
2994,3994,2,2,12,51
2995,3995,5,4,12,81
2996,3996,3,4,12,53
2997,3997,4,5,4,67
2998,3998,3,4,6,45
2999,3999,2,2,7,32
3000,4000,2,2,12,38
3001,4001,1,3,2,12
3002,4002,1,1,10,31
3003,4003,2,2,8,52
3004,4004,1,2,7,41
3005,4005,4,5,9,48
3006,4006,3,3,9,39
3007,4007,1,2,11,47
3008,4008,2,4,6,56
3009,4009,2,2,2,41
3010,4010,2,2,9,34
3011,4011,1,2,4,34
3012,4012,4,5,14,46
3013,4013,4,3,7,48
3014,4014,4,6,8,56
3015,4015,1,2,5,34
3016,4016,3,4,9,63
3017,4017,4,5,14,65
3018,4018,2,2,8,28
3019,4019,4,5,12,71
3020,4020,2,3,2,27
3021,4021,4,5,10,57
3022,4022,3,5,12,40
3023,4023,3,5,13,37
3024,4024,3,4,7,56
3025,4025,4,3,13,64
3026,4026,4,4,10,64
3027,4027,2,3,7,40
3028,4028,4,5,8,70
3029,4029,2,4,6,39
3030,4030,4,5,4,63
3031,4031,4,3,13,50
3032,4032,1,1,11,18
3033,4033,2,3,3,51
3034,4034,2,4,12,58
3035,4035,1,2,2,24
3036,4036,4,3,10,54
3037,4037,4,5,14,65
3038,4038,4,6,14,63
3039,4039,3,3,4,51
3040,4040,4,5,4,54
3041,4041,4,5,4,67
3042,4042,2,2,6,36
3043,4043,4,3,4,56
3044,4044,2,3,4,32
3045,4045,2,2,2,34
3046,4046,2,4,12,32
3047,4047,3,4,4,43
3048,4048,3,3,10,24
3049,4049,0,2,5,33
3050,4050,2,3,11,28
3051,4051,3,5,11,49
3052,4052,5,4,10,86
3053,4053,2,3,2,35
3054,4054,2,4,5,22
3055,4055,3,3,9,54
3056,4056,4,2,14,69
3057,4057,3,2,4,38
3058,4058,5,6,13,65
3059,4059,1,2,3,27
3060,4060,3,3,8,35
3061,4061,2,2,5,29
3062,4062,4,4,7,77
3063,4063,3,4,5,53
