skill_id,student_id,python,java,sql,machine_learning,data_science,communication,coding_score
1445,2445,93,88,93,88,85,97,332
1446,2446,45,46,47,40,40,44,91
1447,2447,81,87,79,71,82,75,295
1448,2448,80,71,83,81,78,86,189
1449,2449,79,75,80,70,84,92,279
1450,2450,45,50,41,34,31,35,61
1451,2451,60,62,62,59,61,61,58
1452,2452,94,100,95,88,82,81,401
1453,2453,61,63,64,55,57,43,158
1454,2454,54,57,57,41,48,41,82
1455,2455,60,66,61,56,64,48,186
1456,2456,73,68,71,73,72,62,185
1457,2457,64,55,66,47,56,74,202
1458,2458,85,76,81,74,77,89,346
1459,2459,73,82,69,61,65,74,171
1460,2460,80,73,72,63,84,76,372
1461,2461,75,67,80,77,68,79,102
1462,2462,54,56,50,44,43,45,83
1463,2463,89,86,96,89,87,100,440
1464,2464,74,65,75,60,62,79,288
1465,2465,74,66,78,71,70,72,166
1466,2466,79,85,85,63,82,78,111
1467,2467,75,71,81,64,80,88,239
1468,2468,59,54,58,55,61,60,66
1469,2469,78,68,72,63,76,76,284
1470,2470,83,86,84,71,78,75,363
1471,2471,61,65,59,53,61,64,139
1472,2472,96,89,100,91,90,100,350
1473,2473,62,62,67,47,52,75,116
1474,2474,67,71,64,56,61,70,135
1475,2475,100,96,95,97,86,98,351
1476,2476,90,82,94,76,87,88,415
1477,2477,66,67,67,48,66,67,135
1478,2478,75,78,80,74,75,76,125
1479,2479,100,100,93,84,100,100,447
1480,2480,66,70,66,63,57,75,148
1481,2481,81,76,73,69,71,78,376
1482,2482,81,71,79,71,81,95,174
1483,2483,65,69,64,66,60,70,198
1484,2484,79,69,77,77,80,87,319
1485,2485,78,83,72,74,71,80,341
1486,2486,75,85,67,59,64,74,112
1487,2487,90,81,85,88,92,100,359
1488,2488,65,55,69,56,60,74,171
1489,2489,81,84,80,68,73,85,311
1490,2490,75,67,74,76,60,58,301
1491,2491,80,90,85,65,66,74,212
1492,2492,94,93,98,88,98,84,538
1493,2493,59,62,55,45,58,67,99
1494,2494,61,52,61,55,58,67,184
1495,2495,55,49,47,50,40,60,94
1496,2496,64,71,62,49,63,64,145
1497,2497,94,87,91,82,97,100,456
1498,2498,74,76,71,57,78,77,199
1499,2499,60,61,60,49,54,70,67
1500,2500,53,55,54,37,49,72,56
1501,2501,89,87,94,83,85,100,460
1502,2502,86,83,88,71,75,81,332
1503,2503,89,83,96,90,78,76,415
1504,2504,78,68,81,70,63,73,263
1505,2505,90,97,96,79,85,86,427
1506,2506,62,64,56,48,50,73,271
1507,2507,77,72,74,77,79,79,224
1508,2508,47,44,46,37,43,37,94
1509,2509,60,68,66,46,60,52,0
1510,2510,80,72,81,64,79,64,275
1511,2511,75,83,72,74,65,76,197
1512,2512,79,82,77,64,69,74,388
1513,2513,70,67,68,68,65,62,243
1514,2514,43,46,49,44,43,43,136
1515,2515,84,92,83,83,87,83,209
1516,2516,72,67,77,66,66,79,68
1517,2517,66,71,67,61,69,71,259
1518,2518,67,59,68,62,54,73,171
1519,2519,80,87,77,69,74,77,442
1520,2520,86,81,91,76,77,76,407
1521,2521,78,87,71,67,73,82,324
1522,2522,55,56,51,39,46,50,162
1523,2523,73,77,77,75,78,72,328
1524,2524,79,78,74,72,79,66,246
1525,2525,91,92,86,85,92,95,373
1526,2526,86,78,89,72,90,79,282
1527,2527,56,54,50,46,52,46,194
1528,2528,88,91,80,84,81,80,376
1529,2529,69,68,63,53,64,78,348
1530,2530,61,68,69,47,53,64,296
1531,2531,79,71,83,80,82,93,89
1532,2532,68,78,66,56,72,65,213
1533,2533,39,32,42,21,38,50,87
1534,2534,69,62,76,61,67,57,467
1535,2535,59,52,65,41,44,49,116
1536,2536,39,48,45,37,31,39,107
1537,2537,95,100,99,89,97,92,505
1538,2538,73,70,66,62,63,74,180
1539,2539,89,82,96,90,90,95,332
1540,2540,47,38,43,45,50,46,29
1541,2541,85,77,78,78,72,77,393
1542,2542,55,63,49,43,56,62,93
1543,2543,78,86,72,74,66,67,261
1544,2544,75,72,75,68,67,73,212
1545,2545,86,86,92,72,84,87,413
1546,2546,80,89,80,62,82,78,299
1547,2547,84,93,92,83,85,70,232
1548,2548,100,93,93,100,100,100,412
1549,2549,93,84,86,95,91,78,409
1550,2550,88,80,83,76,90,82,437
1551,2551,73,75,77,56,61,83,218
1552,2552,73,68,65,67,74,71,253
1553,2553,91,100,86,78,88,89,443
1554,2554,75,69,80,75,75,87,260
1555,2555,75,84,70,73,60,72,280
1556,2556,57,61,49,45,59,63,113
1557,2557,85,80,93,82,73,97,259
1558,2558,63,59,70,48,60,72,89
1559,2559,65,71,58,65,58,58,161
1560,2560,73,74,68,61,78,74,322
1561,2561,54,59,52,43,44,53,106
1562,2562,51,46,48,37,46,43,265
1563,2563,61,64,62,63,65,62,258
1564,2564,86,76,78,84,78,92,405
1565,2565,71,72,77,69,66,69,244
1566,2566,92,89,96,79,96,82,320
1567,2567,68,71,65,50,56,61,122
1568,2568,69,73,61,54,70,58,141
1569,2569,89,84,85,91,89,91,349
1570,2570,73,73,69,66,63,64,286
1571,2571,66,71,72,60,63,64,163
1572,2572,89,89,91,83,80,74,411
1573,2573,86,78,78,68,77,94,195
1574,2574,47,56,45,48,51,35,60
1575,2575,87,77,79,88,76,90,338
1576,2576,91,98,90,84,93,83,304
1577,2577,100,100,100,85,85,96,433
1578,2578,98,97,100,97,85,99,366
1579,2579,63,59,64,57,60,74,211
1580,2580,83,84,83,71,79,77,306
1581,2581,64,63,67,65,59,55,82
1582,2582,85,90,81,82,86,86,254
1583,2583,76,66,76,67,65,74,318
1584,2584,75,82,83,72,63,84,209
1585,2585,59,57,65,59,59,54,152
1586,2586,79,89,73,65,64,59,406
1587,2587,62,54,56,47,61,46,142
1588,2588,42,48,36,25,27,35,0
1589,2589,86,82,85,82,76,97,401
1590,2590,62,53,58,60,55,54,113
1591,2591,83,77,85,77,88,87,321
1592,2592,86,84,81,72,76,86,385
1593,2593,91,92,86,90,81,93,397
1594,2594,71,65,76,64,57,67,145
1595,2595,64,57,70,49,63,57,59
1596,2596,67,59,68,56,64,59,244
1597,2597,68,63,70,51,58,64,125
1598,2598,77,73,72,78,68,68,246
1599,2599,55,45,59,43,56,55,98
1600,2600,68,65,75,63,68,70,246
1601,2601,64,72,68,52,56,50,122
1602,2602,65,57,57,51,67,65,5
1603,2603,55,64,54,37,55,50,98
1604,2604,50,43,52,41,38,42,111
1605,2605,79,69,74,80,79,72,465
1606,2606,59,49,57,54,58,64,93
1607,2607,94,96,92,78,95,96,402
1608,2608,93,90,93,90,96,98,444
1609,2609,99,91,100,98,100,100,404
1610,2610,79,78,87,73,80,81,351
1611,2611,89,94,93,82,92,100,372
1612,2612,67,69,73,62,61,59,189
1613,2613,78,86,80,62,69,84,323
1614,2614,66,75,62,50,71,73,102
1615,2615,64,56,61,63,58,43,324
1616,2616,77,72,72,78,71,79,343
1617,2617,87,80,82,72,83,79,348
1618,2618,77,76,78,68,82,75,115
1619,2619,59,67,64,51,56,57,98
1620,2620,78,88,85,76,66,79,353
1621,2621,98,89,100,89,85,84,475
1622,2622,85,94,90,85,83,83,428
1623,2623,98,93,97,91,100,100,504
1624,2624,84,83,82,75,72,83,252
1625,2625,85,76,85,67,73,82,366
1626,2626,81,90,75,73,79,91,359
1627,2627,51,50,48,40,36,48,156
1628,2628,92,89,95,79,79,85,290
1629,2629,86,80,90,88,88,85,225
1630,2630,83,88,90,78,85,78,296
1631,2631,86,82,84,77,82,71,309
1632,2632,82,87,83,79,76,100,219
1633,2633,76,78,68,65,62,80,211
1634,2634,88,84,80,73,76,83,405
1635,2635,66,72,60,64,59,68,221
1636,2636,67,62,62,63,65,70,145
1637,2637,80,89,77,72,78,78,214
1638,2638,62,72,58,59,58,57,110
1639,2639,68,61,68,65,58,71,364
1640,2640,47,43,42,42,47,60,137
1641,2641,79,75,71,67,84,77,457
1642,2642,98,99,93,89,100,86,486
1643,2643,92,100,88,93,89,88,471
1644,2644,85,93,92,80,78,81,363
1645,2645,81,88,82,63,69,82,329
1646,2646,65,55,63,64,69,64,178
1647,2647,64,58,68,54,65,77,253
1648,2648,65,58,73,54,53,71,208
1649,2649,84,91,80,85,80,81,465
1650,2650,63,67,63,45,61,41,361
1651,2651,91,90,83,78,82,97,332
1652,2652,72,81,68,54,75,75,174
1653,2653,100,100,92,100,100,100,438
1654,2654,77,74,69,72,78,83,215
1655,2655,84,88,90,80,69,85,251
1656,2656,69,71,73,61,71,53,212
1657,2657,81,79,80,68,80,83,298
1658,2658,68,72,67,54,58,51,161
1659,2659,78,84,79,60,67,76,237
1660,2660,56,47,64,44,52,47,117
1661,2661,66,74,74,63,67,61,155
1662,2662,61,62,59,51,65,53,178
1663,2663,73,70,79,75,66,71,111
1664,2664,62,54,58,56,53,68,58
1665,2665,66,60,71,53,65,83,247
1666,2666,77,68,75,75,80,71,278
1667,2667,50,59,51,35,37,44,19
1668,2668,84,78,79,76,76,81,330
1669,2669,49,56,51,43,36,37,72
1670,2670,76,67,73,60,67,82,253
1671,2671,52,43,57,41,52,70,69
1672,2672,74,72,70,73,72,60,61
1673,2673,97,100,89,94,95,91,473
1674,2674,80,90,73,78,66,80,333
1675,2675,82,88,84,81,79,75,373
1676,2676,85,90,78,79,85,82,370
1677,2677,89,89,89,76,80,70,340
1678,2678,92,83,96,93,96,87,381
1679,2679,81,73,78,69,71,74,355
1680,2680,89,84,93,86,94,100,397
1681,2681,60,55,55,56,54,59,151
1682,2682,75,79,72,72,61,89,336
1683,2683,56,60,54,53,49,60,120
1684,2684,90,85,88,77,83,86,388
1685,2685,66,74,67,59,69,71,178
1686,2686,67,57,68,55,58,52,173
1687,2687,66,59,58,63,61,75,160
1688,2688,88,94,85,88,79,80,322
1689,2689,84,79,81,66,84,80,298
1690,2690,100,100,100,90,95,99,461
1691,2691,77,85,69,61,69,58,425
1692,2692,54,64,46,55,58,46,105
1693,2693,76,74,69,76,80,80,398
1694,2694,73,74,80,69,61,76,325
1695,2695,89,95,85,78,91,91,435
1696,2696,71,67,71,61,69,82,260
1697,2697,73,81,80,63,77,59,259
1698,2698,91,97,94,85,90,98,326
1699,2699,64,68,63,60,49,68,157
1700,2700,91,91,98,80,92,75,488
1701,2701,100,100,100,100,99,90,406
1702,2702,100,100,100,96,89,99,480
1703,2703,60,60,63,50,53,57,90
1704,2704,92,94,93,89,78,86,365
1705,2705,82,89,80,76,85,79,307
1706,2706,53,51,45,48,46,67,123
1707,2707,61,51,54,48,61,59,193
1708,2708,74,84,69,73,59,78,247
1709,2709,85,95,92,78,76,97,359
1710,2710,60,66,58,51,51,67,70
1711,2711,62,58,55,63,51,82,133
1712,2712,98,98,93,89,83,99,387
1713,2713,83,88,87,72,74,85,352
1714,2714,58,49,64,52,58,73,126
1715,2715,84,91,83,79,81,74,296
1716,2716,76,86,71,66,78,77,293
1717,2717,66,59,68,62,61,81,167
1718,2718,87,96,83,82,77,76,258
1719,2719,85,89,93,83,70,90,377
1720,2720,75,71,76,63,72,73,260
1721,2721,98,91,100,92,85,99,343
1722,2722,81,82,88,75,78,80,189
1723,2723,80,72,83,79,72,81,187
1724,2724,100,100,93,98,96,100,407
1725,2725,44,52,46,45,29,46,104
1726,2726,93,94,99,84,85,100,508
1727,2727,65,56,60,51,56,62,238
1728,2728,91,86,99,92,88,89,342
1729,2729,74,72,66,67,70,73,380
1730,2730,64,63,70,47,56,58,152
1731,2731,73,72,66,56,66,75,223
1732,2732,93,94,98,85,90,100,401
1733,2733,92,85,87,79,83,95,455
1734,2734,93,89,91,78,80,85,353
1735,2735,75,82,71,58,69,77,286
1736,2736,77,83,75,69,73,72,257
1737,2737,92,97,95,76,97,94,421
1738,2738,55,58,53,56,58,46,108
1739,2739,88,91,96,73,85,93,304
1740,2740,90,80,90,75,75,89,372
1741,2741,80,74,78,73,84,70,329
1742,2742,80,72,77,79,70,88,208
1743,2743,80,82,78,68,77,80,251
1744,2744,82,78,89,81,77,81,233
1745,2745,72,75,70,73,63,68,144
1746,2746,49,52,44,37,35,44,14
1747,2747,82,84,85,78,69,78,147
1748,2748,55,55,50,37,56,60,158
1749,2749,57,61,64,45,56,51,171
1750,2750,87,87,92,85,85,97,359
1751,2751,70,78,71,70,61,59,124
1752,2752,100,95,100,99,94,100,362
1753,2753,58,58,63,50,45,52,66
1754,2754,55,61,47,49,59,58,212
1755,2755,90,97,83,90,92,87,377
1756,2756,72,67,72,65,63,69,260
1757,2757,72,79,76,74,74,67,134
1758,2758,64,74,60,52,55,46,172
1759,2759,76,86,78,66,70,82,253
1760,2760,72,62,71,64,75,62,325
1761,2761,74,80,77,71,68,71,365
1762,2762,96,91,100,89,89,81,460
1763,2763,78,81,83,74,76,72,414
1764,2764,61,64,67,63,57,48,91
1765,2765,82,89,87,78,77,72,281
1766,2766,97,100,100,99,89,97,294
1767,2767,68,77,63,59,72,65,63
1768,2768,65,67,72,51,56,83,161
1769,2769,91,95,91,93,83,96,475
1770,2770,60,62,56,58,46,67,199
1771,2771,61,57,56,59,59,74,43
1772,2772,62,71,70,52,65,64,190
1773,2773,95,93,93,84,96,93,412
1774,2774,77,72,82,70,64,80,329
1775,2775,96,100,88,86,82,100,419
1776,2776,78,86,73,61,63,89,273
1777,2777,92,86,87,85,93,97,424
1778,2778,60,60,65,50,57,57,223
1779,2779,80,75,79,79,78,80,232
1780,2780,68,63,69,67,72,64,234
1781,2781,56,65,61,56,43,60,85
1782,2782,67,63,72,58,60,71,194
1783,2783,79,78,73,77,72,91,165
1784,2784,68,64,63,64,70,55,253
1785,2785,85,78,82,79,87,95,401
1786,2786,91,95,87,88,95,100,406
1787,2787,56,47,64,46,48,45,210
1788,2788,100,95,100,85,100,91,460
1789,2789,82,76,87,78,72,94,367
1790,2790,96,100,90,84,98,81,473
1791,2791,73,73,79,64,64,72,147
1792,2792,79,70,73,68,81,87,163
1793,2793,100,96,100,100,94,86,390
1794,2794,94,86,86,94,92,91,441
1795,2795,58,60,54,45,46,57,211
1796,2796,83,85,89,68,74,92,302
1797,2797,79,89,82,63,73,75,312
1798,2798,82,81,87,72,73,78,329
1799,2799,47,55,43,34,46,44,88
1800,2800,89,87,96,80,86,82,479
1801,2801,88,84,85,84,82,100,410
1802,2802,100,96,100,89,100,88,394
1803,2803,87,87,90,77,85,83,385
1804,2804,74,64,76,66,73,66,230
1805,2805,58,51,59,56,43,59,273
1806,2806,69,75,66,59,59,73,240
1807,2807,56,54,49,57,57,69,90
1808,2808,68,71,71,56,61,74,211
1809,2809,94,84,100,93,83,100,338
1810,2810,74,80,71,61,65,84,170
1811,2811,52,55,57,43,37,46,117
1812,2812,60,51,54,50,63,75,120
1813,2813,75,77,67,67,80,73,264
1814,2814,91,98,97,82,83,87,391
1815,2815,89,92,92,91,81,87,337
1816,2816,97,100,97,80,94,100,264
1817,2817,85,82,80,82,74,92,297
1818,2818,71,63,65,67,57,74,268
1819,2819,71,81,76,57,67,75,164
1820,2820,80,88,87,68,71,81,344
1821,2821,42,44,44,43,30,42,55
1822,2822,63,60,59,51,50,70,185
1823,2823,88,90,91,74,89,89,319
1824,2824,77,76,82,72,77,74,217
1825,2825,61,70,64,52,54,65,88
1826,2826,83,87,88,85,84,73,334
1827,2827,55,55,49,41,41,60,183
1828,2828,67,69,75,55,53,58,130
1829,2829,77,70,79,67,63,68,248
1830,2830,81,78,80,64,67,77,277
1831,2831,74,82,67,56,62,53,414
1832,2832,61,70,64,43,60,65,123
1833,2833,64,63,67,48,60,54,168
1834,2834,59,61,54,54,50,72,242
1835,2835,79,74,78,79,66,76,283
1836,2836,72,62,80,68,69,70,281
1837,2837,88,97,83,84,83,96,386
1838,2838,93,85,85,85,96,94,311
1839,2839,67,61,66,63,63,83,135
1840,2840,58,66,50,58,46,51,77
1841,2841,91,94,87,90,82,97,500
1842,2842,61,52,59,43,46,61,238
1843,2843,77,67,80,79,64,80,273
1844,2844,77,74,77,78,70,84,98
1845,2845,82,84,74,69,83,78,209
1846,2846,77,85,80,78,66,58,215
1847,2847,46,46,45,38,49,52,55
1848,2848,70,65,78,66,56,70,254
1849,2849,64,62,65,64,50,68,103
1850,2850,97,97,96,80,82,95,422
1851,2851,74,71,67,74,73,74,271
1852,2852,59,64,51,44,54,61,324
1853,2853,74,75,71,62,75,79,360
1854,2854,84,94,77,78,69,66,306
1855,2855,70,80,78,72,71,54,340
1856,2856,65,70,71,63,64,55,122
1857,2857,76,69,72,65,77,74,108
1858,2858,77,82,69,59,67,87,219
1859,2859,55,48,50,37,52,57,73
1860,2860,100,100,99,100,100,100,441
1861,2861,58,62,63,56,59,60,74
1862,2862,70,61,66,55,56,68,273
1863,2863,91,94,96,82,86,90,436
1864,2864,63,62,69,59,56,50,200
1865,2865,97,91,93,79,99,81,408
1866,2866,58,51,50,52,43,60,90
1867,2867,100,100,93,100,100,100,342
1868,2868,83,81,90,71,73,91,275
1869,2869,87,80,88,79,83,84,404
1870,2870,63,67,64,63,66,62,120
1871,2871,65,67,60,47,57,54,200
1872,2872,77,79,72,72,77,85,286
1873,2873,94,100,95,78,86,93,428
1874,2874,75,67,76,74,77,77,246
1875,2875,72,75,78,73,65,63,79
1876,2876,75,68,78,72,69,95,343
1877,2877,62,67,62,50,67,56,104
1878,2878,89,83,81,73,90,87,194
1879,2879,85,77,80,79,74,78,291
1880,2880,57,47,51,59,54,53,111
1881,2881,68,74,67,64,55,72,175
1882,2882,53,48,50,42,52,57,158
1883,2883,89,84,91,89,87,99,465
1884,2884,86,85,83,79,91,82,365
1885,2885,75,67,82,62,68,65,382
1886,2886,74,65,80,61,71,74,211
1887,2887,68,63,65,54,68,68,146
1888,2888,62,67,58,48,48,60,113
1889,2889,83,76,83,75,85,79,250
1890,2890,79,89,82,69,80,75,105
1891,2891,63,66,59,64,52,57,260
1892,2892,60,53,61,56,56,63,341
1893,2893,68,72,73,54,56,45,190
1894,2894,72,72,64,73,58,70,358
1895,2895,76,79,68,73,64,72,358
1896,2896,73,76,73,64,69,68,328
1897,2897,88,84,80,81,87,92,381
1898,2898,88,88,94,73,73,97,417
1899,2899,54,54,48,50,40,49,35
1900,2900,80,79,83,69,84,83,367
1901,2901,72,77,75,66,66,72,234
1902,2902,90,96,82,88,91,89,398
1903,2903,62,66,56,62,59,44,95
1904,2904,85,81,84,70,72,84,418
1905,2905,90,96,98,86,77,100,278
1906,2906,85,83,91,71,79,74,254
1907,2907,95,100,94,90,82,96,426
1908,2908,81,83,85,75,86,84,437
1909,2909,90,96,91,73,76,83,442
1910,2910,80,71,74,63,69,81,312
1911,2911,80,70,84,69,84,73,267
1912,2912,79,76,85,81,77,73,476
1913,2913,96,98,90,79,100,91,335
1914,2914,100,100,100,92,100,91,437
1915,2915,82,89,84,64,70,86,385
1916,2916,65,64,73,50,65,64,109
1917,2917,64,65,61,53,61,67,179
1918,2918,86,91,78,85,77,100,423
1919,2919,100,100,97,92,95,96,409
1920,2920,77,69,76,61,76,92,382
1921,2921,67,61,68,66,69,50,222
1922,2922,77,68,84,76,70,69,237
1923,2923,69,76,71,69,70,81,57
1924,2924,80,87,78,64,65,86,210
1925,2925,66,56,69,63,68,59,248
1926,2926,89,91,95,71,83,83,407
1927,2927,52,54,49,52,47,43,159
1928,2928,74,77,69,72,64,82,64
1929,2929,78,75,72,64,67,95,331
1930,2930,66,63,61,59,57,75,164
1931,2931,80,82,76,77,77,71,203
1932,2932,67,74,61,55,60,65,258
1933,2933,70,80,65,61,57,72,117
1934,2934,78,85,79,77,82,100,247
1935,2935,78,84,72,69,69,65,366
1936,2936,68,74,61,59,72,67,216
1937,2937,53,45,54,44,39,47,39
1938,2938,82,89,77,80,70,68,345
1939,2939,88,78,89,82,90,93,205
1940,2940,76,77,81,66,64,73,160
1941,2941,83,83,85,78,72,96,296
1942,2942,68,58,75,62,70,63,34
1943,2943,69,73,75,62,62,64,180
1944,2944,81,84,84,74,81,78,234
1945,2945,80,80,80,67,79,80,273
1946,2946,67,76,70,60,54,64,228
1947,2947,75,85,82,65,67,79,294
1948,2948,64,62,71,58,58,70,217
1949,2949,86,86,94,82,79,93,367
1950,2950,91,100,96,87,93,84,351
1951,2951,89,96,88,71,76,80,318
1952,2952,64,64,70,61,54,52,305
1953,2953,84,76,81,75,69,79,308
1954,2954,72,65,72,70,64,71,95
1955,2955,45,37,46,44,46,35,16
1956,2956,90,99,85,86,81,81,378
1957,2957,89,87,86,78,93,85,369
1958,2958,82,90,81,67,83,72,479
1959,2959,76,81,78,70,75,82,59
1960,2960,80,90,77,65,74,74,465
1961,2961,77,73,82,72,81,69,271
1962,2962,75,83,77,58,75,82,340
1963,2963,83,81,80,78,88,85,433
1964,2964,57,64,58,51,51,69,110
1965,2965,74,73,79,72,79,75,286
1966,2966,74,79,67,72,59,71,436
1967,2967,56,64,62,39,61,67,140
1968,2968,96,100,94,96,86,100,330
1969,2969,68,63,62,70,56,65,290
1970,2970,58,56,66,47,60,54,118
1971,2971,77,83,73,69,62,71,421
1972,2972,90,81,86,83,86,98,438
1973,2973,99,99,100,100,100,95,403
1974,2974,63,60,68,59,54,54,284
1975,2975,84,75,81,74,78,71,312
1976,2976,68,60,66,60,55,72,137
1977,2977,62,53,70,45,57,61,169
1978,2978,65,61,66,52,65,76,106
1979,2979,89,95,97,80,75,89,450
1980,2980,68,77,70,65,60,69,304
1981,2981,76,77,83,71,80,81,199
1982,2982,53,58,61,38,55,45,95
1983,2983,83,75,88,84,81,83,354
1984,2984,42,40,38,34,28,36,55
1985,2985,65,62,69,64,59,66,100
1986,2986,82,90,80,65,71,87,217
1987,2987,63,71,60,62,61,62,77
1988,2988,65,74,57,53,57,58,78
1989,2989,66,57,60,66,68,71,152
1990,2990,93,90,99,90,82,80,468
1991,2991,58,52,66,44,48,72,63
1992,2992,90,85,87,85,92,81,467
1993,2993,67,61,71,60,53,75,281
1994,2994,86,91,81,70,91,84,219
1995,2995,69,76,72,70,54,81,325
1996,2996,55,52,56,55,55,72,71
1997,2997,86,84,89,82,73,69,325
1998,2998,75,72,76,76,69,63,278
1999,2999,75,76,72,69,78,76,260
2000,3000,70,76,78,54,57,65,158
2001,3001,55,60,60,51,57,54,148
2002,3002,60,64,66,60,51,63,110
2003,3003,85,88,77,78,81,90,282
2004,3004,100,92,99,88,95,100,500
2005,3005,62,61,65,48,62,78,189
2006,3006,100,100,100,98,98,86,452
2007,3007,78,77,72,63,75,67,485
2008,3008,69,78,73,59,68,70,193
2009,3009,46,47,52,34,34,56,111
2010,3010,95,94,90,93,84,94,389
2011,3011,90,97,88,83,93,86,278
2012,3012,68,74,66,59,67,56,232
2013,3013,45,50,40,42,49,59,29
2014,3014,70,60,78,66,61,71,287
2015,3015,86,82,91,79,72,85,344
2016,3016,62,72,54,64,61,59,199
2017,3017,64,68,63,59,55,73,44
2018,3018,88,87,96,73,79,81,329
2019,3019,92,82,87,89,87,89,281
2020,3020,76,82,81,71,69,83,362
2021,3021,59,67,55,48,62,65,172
2022,3022,58,59,64,46,54,59,133
2023,3023,63,68,57,64,65,49,114
2024,3024,87,94,79,82,80,85,431
2025,3025,98,100,100,96,100,93,408
2026,3026,55,65,60,37,44,64,38
2027,3027,88,97,83,78,84,90,404
2028,3028,100,100,97,87,100,100,483
2029,3029,69,76,77,65,69,75,356
2030,3030,59,50,55,59,55,76,312
2031,3031,62,59,55,50,54,70,186
2032,3032,88,91,96,83,83,86,386
2033,3033,96,97,100,96,97,98,428
2034,3034,73,81,81,58,77,75,241
2035,3035,61,71,54,59,64,48,188
2036,3036,49,56,52,50,36,42,96
2037,3037,74,70,77,57,60,85,268
2038,3038,59,63,66,46,52,50,187
2039,3039,63,69,55,51,56,68,130
2040,3040,83,76,75,77,88,84,291
2041,3041,49,50,45,34,34,35,127
2042,3042,89,94,82,83,92,97,357
2043,3043,95,100,100,82,93,92,364
2044,3044,73,73,71,72,65,74,466
2045,3045,56,64,50,56,56,57,203
2046,3046,80,83,88,62,71,84,258
2047,3047,87,82,86,76,91,85,289
2048,3048,76,71,75,77,61,81,322
2049,3049,68,72,64,51,73,71,283
2050,3050,57,53,51,52,52,63,243
2051,3051,74,67,82,73,75,68,165
2052,3052,53,51,49,48,52,41,66
2053,3053,72,81,80,54,71,75,242
2054,3054,65,57,67,48,55,63,170
2055,3055,73,82,76,75,72,67,132
2056,3056,71,71,69,59,68,77,385
2057,3057,62,57,67,64,50,77,39
2058,3058,43,33,50,32,43,45,121
2059,3059,80,79,82,67,74,79,341
2060,3060,67,64,67,65,58,66,80
2061,3061,43,50,48,32,40,40,65
2062,3062,59,51,54,47,50,47,192
2063,3063,98,98,100,99,83,93,221
2064,3064,76,81,82,72,76,72,383
2065,3065,70,66,67,63,63,64,125
2066,3066,90,93,90,91,77,89,396
2067,3067,54,58,53,54,44,55,78
2068,3068,80,85,72,74,67,86,175
2069,3069,91,100,84,93,93,100,495
2070,3070,70,63,70,59,58,68,259
2071,3071,60,64,65,59,54,52,114
2072,3072,68,74,72,54,73,81,269
2073,3073,66,59,68,49,63,71,218
2074,3074,72,62,77,62,57,83,174
2075,3075,73,77,67,62,63,76,184
2076,3076,100,97,93,92,92,96,430
2077,3077,64,74,61,61,58,66,159
2078,3078,90,81,83,74,75,97,457
2079,3079,65,64,58,66,67,66,161
2080,3080,55,53,59,54,57,37,162
2081,3081,63,73,67,62,53,76,276
2082,3082,89,95,85,84,87,91,397
2083,3083,55,62,51,44,54,42,75
2084,3084,100,100,98,92,100,96,423
2085,3085,90,86,85,82,88,87,423
2086,3086,57,50,63,48,61,65,263
2087,3087,80,90,88,71,66,85,310
2088,3088,81,74,89,75,78,82,86
2089,3089,63,66,63,59,53,57,137
2090,3090,71,71,77,69,56,56,173
2091,3091,78,76,81,65,72,89,249
2092,3092,83,76,76,75,71,70,326
2093,3093,91,87,94,86,78,85,274
2094,3094,88,79,90,73,73,90,356
2095,3095,91,87,87,85,86,83,243
2096,3096,73,79,73,66,61,85,256
2097,3097,89,88,86,86,87,80,384
2098,3098,100,92,94,92,98,100,445
2099,3099,53,44,51,50,39,50,136
2100,3100,82,82,85,77,87,86,267
2101,3101,65,62,69,52,63,75,203
2102,3102,68,58,60,70,72,60,95
2103,3103,63,59,60,53,66,64,233
2104,3104,94,100,91,79,99,91,325
2105,3105,86,76,85,76,85,82,375
2106,3106,85,95,83,85,88,86,246
2107,3107,74,80,77,56,59,80,359
2108,3108,90,85,92,77,82,86,409
2109,3109,92,92,100,77,90,86,451
2110,3110,65,55,64,66,60,53,87
2111,3111,92,86,96,92,80,90,250
2112,3112,76,75,81,64,81,61,383
2113,3113,80,70,80,70,74,76,211
2114,3114,85,77,77,67,74,89,230
2115,3115,74,66,73,74,60,80,62
2116,3116,77,81,74,79,81,85,410
2117,3117,65,68,65,60,55,56,52
2118,3118,54,55,53,39,50,54,120
2119,3119,100,96,100,89,86,100,522
2120,3120,58,56,58,49,63,54,104
2121,3121,72,79,67,66,72,75,162
2122,3122,82,76,87,67,72,100,179
2123,3123,58,54,54,59,43,60,124
2124,3124,100,92,100,86,93,100,504
2125,3125,92,97,89,76,86,85,402
2126,3126,78,70,84,72,78,70,339
2127,3127,56,49,63,48,60,58,197
2128,3128,73,73,81,68,72,71,254
2129,3129,96,88,100,92,90,99,404
2130,3130,95,85,100,97,98,96,292
2131,3131,59,59,64,59,55,55,27
2132,3132,66,68,59,64,65,72,234
2133,3133,100,98,97,91,87,100,462
2134,3134,81,83,80,65,69,79,232
2135,3135,89,84,81,72,77,78,374
2136,3136,87,92,91,76,75,78,236
2137,3137,80,78,79,81,80,71,221
2138,3138,52,44,60,51,39,50,100
2139,3139,73,74,76,56,65,84,242
2140,3140,61,69,67,51,51,71,188
2141,3141,85,83,80,75,86,97,410
2142,3142,67,75,59,56,52,70,245
