academic_id,student_id,semester,cgpa,sgpa,class_rank,backlogs,internal_avg,external_avg
2522,3522,2,9.2,8.9,10,0,27.6,64.4
2523,3523,5,7.3,7.21,90,2,21.9,51.1
2524,3524,8,8.77,9.15,45,0,26.3,61.4
2525,3525,5,9.15,9.41,89,0,27.5,64.0
2526,3526,7,6.33,6.73,54,2,19.0,44.3
2527,3527,7,7.67,7.54,29,1,23.0,53.7
2528,3528,2,7.2,7.55,81,2,21.6,50.4
2529,3529,3,7.13,7.29,13,2,21.4,49.9
2530,3530,1,7.38,7.43,43,1,22.1,51.7
2531,3531,8,7.88,7.95,103,1,23.6,55.2
2532,3532,1,5.93,5.62,47,3,17.8,41.5
2533,3533,1,8.54,8.5,37,1,25.6,59.8
2534,3534,5,6.89,6.8,93,2,20.7,48.2
2535,3535,1,7.67,7.48,87,1,23.0,53.7
2536,3536,4,8.96,9.34,60,0,26.9,62.7
2537,3537,5,6.76,6.8,118,2,20.3,47.3
2538,3538,7,7.43,7.36,17,2,22.3,52.0
2539,3539,3,7.7,7.63,43,1,23.1,53.9
2540,3540,4,7.61,7.44,65,2,22.8,53.3
2541,3541,2,6.09,6.03,105,3,18.3,42.6
2542,3542,4,5.64,6.02,106,3,16.9,39.5
2543,3543,4,6.73,7.12,8,2,20.2,47.1
2544,3544,2,6.4,6.66,73,3,19.2,44.8
2545,3545,2,7.92,7.73,101,1,23.8,55.4
2546,3546,7,8.55,8.75,26,1,25.7,59.9
2547,3547,4,9.07,8.91,103,0,27.2,63.5
2548,3548,5,9.65,9.98,83,0,29.0,67.5
2549,3549,2,9.43,9.22,93,0,28.3,66.0
2550,3550,3,5.87,5.77,68,3,17.6,41.1
2551,3551,6,8.59,8.73,39,1,25.8,60.1
2552,3552,4,8.02,7.64,107,1,24.1,56.1
2553,3553,3,6.85,6.91,68,2,20.5,47.9
2554,3554,7,9.35,9.01,61,0,28.0,65.5
2555,3555,1,6.7,6.93,44,3,20.1,46.9
2556,3556,6,7.1,6.87,109,2,21.3,49.7
2557,3557,3,6.79,6.99,111,2,20.4,47.5
2558,3558,1,8.06,8.18,61,1,24.2,56.4
2559,3559,6,5.86,5.52,118,3,17.6,41.0
2560,3560,5,6.08,6.16,10,3,18.2,42.6
2561,3561,1,7.26,7.35,34,2,21.8,50.8
2562,3562,2,7.21,7.32,18,2,21.6,50.5
2563,3563,5,9.47,9.52,46,0,28.4,66.3
2564,3564,6,5.87,5.73,9,3,17.6,41.1
2565,3565,4,9.35,9.16,78,0,28.0,65.5
2566,3566,4,8.91,9.28,57,0,26.7,62.4
2567,3567,2,7.11,6.94,6,2,21.3,49.8
2568,3568,4,7.13,6.75,120,2,21.4,49.9
2569,3569,5,6.68,7.07,80,3,20.0,46.8
2570,3570,1,6.16,5.93,28,3,18.5,43.1
2571,3571,7,5.5,5.53,24,4,16.5,38.5
2572,3572,2,8.18,8.12,114,1,24.5,57.3
2573,3573,7,7.33,7.27,52,2,22.0,51.3
2574,3574,7,7.73,7.55,31,1,23.2,54.1
2575,3575,2,9.14,9.5,23,0,27.4,64.0
2576,3576,1,7.4,7.63,47,2,22.2,51.8
2577,3577,5,7.33,7.7,76,2,22.0,51.3
2578,3578,4,9.19,9.34,71,0,27.6,64.3
2579,3579,1,8.03,8.38,37,1,24.1,56.2
2580,3580,8,5.71,5.34,38,4,17.1,40.0
2581,3581,1,8.11,8.01,19,1,24.3,56.8
2582,3582,4,8.57,8.75,9,1,25.7,60.0
2583,3583,3,7.78,8.07,107,1,23.3,54.5
2584,3584,7,7.44,7.41,13,2,22.3,52.1
2585,3585,7,8.95,9.09,25,0,26.8,62.6
2586,3586,4,8.59,8.26,103,0,25.8,60.1
2587,3587,2,6.9,7.27,11,3,20.7,48.3
2588,3588,6,7.27,6.93,4,1,21.8,50.9
2589,3589,8,6.99,7.38,69,2,21.0,48.9
2590,3590,1,9.09,9.0,8,0,27.3,63.6
2591,3591,2,6.39,6.5,3,2,19.2,44.7
2592,3592,8,9.79,10.0,35,0,29.4,68.5
2593,3593,2,6.14,5.78,111,3,18.4,43.0
2594,3594,7,9.08,9.42,88,0,27.2,63.6
2595,3595,3,6.23,6.05,67,2,18.7,43.6
2596,3596,2,7.65,7.44,91,1,23.0,53.6
2597,3597,1,7.1,7.23,73,2,21.3,49.7
2598,3598,1,8.49,8.51,92,1,25.5,59.4
2599,3599,3,6.65,6.62,120,3,20.0,46.6
2600,3600,7,8.07,8.36,32,1,24.2,56.5
2601,3601,1,7.98,7.88,118,1,23.9,55.9
2602,3602,3,8.67,8.4,32,1,26.0,60.7
2603,3603,5,8.16,8.05,113,1,24.5,57.1
2604,3604,3,7.49,7.21,120,2,22.5,52.4
2605,3605,7,7.62,7.53,17,2,22.9,53.3
2606,3606,5,7.44,7.23,99,1,22.3,52.1
2607,3607,2,6.49,6.49,56,2,19.5,45.4
2608,3608,2,9.71,9.87,104,0,29.1,68.0
2609,3609,8,6.66,6.52,34,3,20.0,46.6
2610,3610,2,6.25,5.93,101,3,18.8,43.8
2611,3611,8,8.99,9.29,70,0,27.0,62.9
2612,3612,5,6.16,5.81,86,3,18.5,43.1
2613,3613,3,8.21,8.22,6,1,24.6,57.5
2614,3614,5,8.68,8.3,87,0,26.0,60.8
2615,3615,6,7.35,7.33,74,2,22.0,51.4
2616,3616,7,9.39,9.28,8,0,28.2,65.7
2617,3617,8,9.61,9.69,5,0,28.8,67.3
2618,3618,7,7.03,6.91,119,2,21.1,49.2
2619,3619,7,6.5,6.73,54,2,19.5,45.5
2620,3620,7,6.88,7.1,88,2,20.6,48.2
2621,3621,4,7.43,7.35,29,1,22.3,52.0
2622,3622,7,7.7,7.95,48,1,23.1,53.9
2623,3623,6,9.18,9.32,79,0,27.5,64.3
2624,3624,5,9.5,9.86,104,0,28.5,66.5
2625,3625,4,7.83,7.7,115,1,23.5,54.8
2626,3626,2,9.45,9.66,90,0,28.3,66.1
2627,3627,4,5.96,6.35,25,3,17.9,41.7
2628,3628,5,7.69,7.88,101,1,23.1,53.8
2629,3629,2,8.35,8.16,39,1,25.0,58.4
2630,3630,4,8.73,8.51,3,0,26.2,61.1
2631,3631,5,6.31,6.1,96,3,18.9,44.2
2632,3632,7,6.16,6.51,34,3,18.5,43.1
2633,3633,3,9.09,8.82,40,0,27.3,63.6
2634,3634,8,7.28,7.09,48,2,21.8,51.0
2635,3635,2,8.96,9.35,106,0,26.9,62.7
2636,3636,1,9.11,9.12,100,0,27.3,63.8
2637,3637,5,5.5,5.46,104,3,16.5,38.5
2638,3638,5,9.13,8.81,2,0,27.4,63.9
2639,3639,6,8.78,9.09,37,0,26.3,61.5
2640,3640,1,6.12,6.42,87,3,18.4,42.8
2641,3641,2,7.83,7.83,52,2,23.5,54.8
2642,3642,2,5.76,5.9,120,3,17.3,40.3
2643,3643,6,9.0,8.75,103,0,27.0,63.0
2644,3644,2,7.68,7.72,31,2,23.0,53.8
2645,3645,2,6.67,7.02,114,2,20.0,46.7
2646,3646,1,9.25,9.4,64,0,27.8,64.8
2647,3647,1,9.16,9.14,68,0,27.5,64.1
2648,3648,1,7.93,8.17,1,1,23.8,55.5
2649,3649,1,6.23,6.44,64,3,18.7,43.6
2650,3650,6,5.51,5.35,6,3,16.5,38.6
2651,3651,1,5.51,5.28,71,3,16.5,38.6
2652,3652,8,7.36,7.34,31,2,22.1,51.5
2653,3653,5,6.59,6.24,22,2,19.8,46.1
2654,3654,4,6.98,6.93,81,2,20.9,48.9
2655,3655,5,9.58,9.49,109,0,28.7,67.1
2656,3656,4,7.09,6.86,103,2,21.3,49.6
2657,3657,6,9.8,9.57,69,0,29.4,68.6
2658,3658,5,6.72,6.67,18,2,20.2,47.0
2659,3659,2,5.99,5.96,108,3,18.0,41.9
2660,3660,2,7.4,7.55,119,1,22.2,51.8
2661,3661,5,9.37,9.44,77,0,28.1,65.6
2662,3662,6,6.07,6.25,69,3,18.2,42.5
2663,3663,7,6.52,6.37,92,2,19.6,45.6
2664,3664,5,6.73,6.34,74,2,20.2,47.1
2665,3665,7,7.73,7.46,4,1,23.2,54.1
2666,3666,5,7.17,7.48,26,2,21.5,50.2
2667,3667,3,7.52,7.79,16,2,22.6,52.6
2668,3668,2,8.89,8.67,118,0,26.7,62.2
2669,3669,1,8.8,8.52,35,0,26.4,61.6
2670,3670,3,7.32,7.28,96,2,22.0,51.2
2671,3671,3,9.27,9.35,31,0,27.8,64.9
2672,3672,5,9.73,9.36,58,0,29.2,68.1
2673,3673,1,8.81,8.77,37,0,26.4,61.7
2674,3674,7,5.95,5.57,40,3,17.9,41.6
2675,3675,2,5.83,6.06,76,3,17.5,40.8
2676,3676,5,9.55,9.25,48,0,28.7,66.9
2677,3677,8,9.6,9.43,111,0,28.8,67.2
2678,3678,6,6.88,7.04,58,3,20.6,48.2
2679,3679,8,7.82,8.08,101,2,23.5,54.7
2680,3680,1,7.19,6.97,22,2,21.6,50.3
2681,3681,7,9.02,9.3,86,0,27.1,63.1
2682,3682,7,6.92,7.0,96,2,20.8,48.4
2683,3683,4,9.21,9.1,17,0,27.6,64.5
2684,3684,2,8.98,9.12,26,0,26.9,62.9
2685,3685,5,6.25,6.19,32,3,18.8,43.8
2686,3686,6,9.12,9.45,34,0,27.4,63.8
2687,3687,6,6.63,6.8,103,2,19.9,46.4
2688,3688,2,6.97,7.23,42,2,20.9,48.8
2689,3689,8,7.04,6.82,109,2,21.1,49.3
2690,3690,3,9.51,9.52,63,0,28.5,66.6
2691,3691,8,5.58,5.78,47,4,16.7,39.1
2692,3692,8,7.27,7.02,52,2,21.8,50.9
2693,3693,5,6.17,6.2,73,2,18.5,43.2
2694,3694,1,7.75,7.8,10,1,23.2,54.2
2695,3695,4,7.51,7.26,88,2,22.5,52.6
2696,3696,5,6.3,6.47,71,3,18.9,44.1
2697,3697,5,6.23,6.25,87,2,18.7,43.6
2698,3698,2,9.3,9.02,110,0,27.9,65.1
2699,3699,1,9.47,9.77,11,0,28.4,66.3
2700,3700,2,8.89,8.54,84,0,26.7,62.2
2701,3701,1,8.16,7.93,77,1,24.5,57.1
2702,3702,4,8.06,8.32,27,1,24.2,56.4
2703,3703,4,6.08,6.44,57,3,18.2,42.6
2704,3704,6,6.86,6.84,21,3,20.6,48.0
2705,3705,8,7.37,7.3,86,1,22.1,51.6
2706,3706,7,7.01,6.76,42,2,21.0,49.1
2707,3707,2,7.49,7.44,26,2,22.5,52.4
2708,3708,7,7.03,6.89,114,2,21.1,49.2
2709,3709,2,5.76,5.44,64,3,17.3,40.3
2710,3710,1,5.81,6.2,43,4,17.4,40.7
2711,3711,3,9.72,9.65,91,0,29.2,68.0
2712,3712,4,7.73,7.63,70,2,23.2,54.1
2713,3713,6,6.97,6.75,114,2,20.9,48.8
2714,3714,1,9.77,9.76,19,0,29.3,68.4
2715,3715,4,6.98,6.66,40,2,20.9,48.9
2716,3716,1,8.87,8.73,104,1,26.6,62.1
2717,3717,4,7.78,8.15,31,1,23.3,54.5
2718,3718,8,7.99,8.34,51,1,24.0,55.9
2719,3719,7,7.75,7.61,58,2,23.2,54.2
2720,3720,8,7.48,7.72,86,2,22.4,52.4
2721,3721,6,7.64,7.59,25,1,22.9,53.5
2722,3722,7,7.06,7.24,109,2,21.2,49.4
2723,3723,5,7.91,7.82,68,1,23.7,55.4
2724,3724,1,6.71,6.71,70,2,20.1,47.0
2725,3725,3,6.76,6.62,34,2,20.3,47.3
2726,3726,8,8.14,8.35,107,1,24.4,57.0
2727,3727,3,9.0,9.09,34,0,27.0,63.0
2728,3728,4,5.57,5.89,63,4,16.7,39.0
2729,3729,8,9.02,9.17,85,0,27.1,63.1
2730,3730,4,7.18,6.95,62,2,21.5,50.3
2731,3731,6,8.88,8.48,59,0,26.6,62.2
2732,3732,1,7.88,7.48,43,1,23.6,55.2
2733,3733,5,8.05,8.31,11,1,24.2,56.4
2734,3734,3,7.92,8.25,96,1,23.8,55.4
2735,3735,6,7.55,7.9,92,2,22.6,52.9
2736,3736,7,9.59,9.86,60,0,28.8,67.1
2737,3737,2,7.83,8.11,1,1,23.5,54.8
2738,3738,8,5.65,5.72,63,3,17.0,39.6
2739,3739,8,9.5,9.36,95,0,28.5,66.5
2740,3740,7,9.27,9.53,11,0,27.8,64.9
2741,3741,8,7.54,7.72,91,1,22.6,52.8
2742,3742,7,5.89,5.87,12,3,17.7,41.2
2743,3743,4,5.6,5.28,9,3,16.8,39.2
2744,3744,6,8.6,8.59,71,0,25.8,60.2
2745,3745,1,6.03,6.32,92,3,18.1,42.2
2746,3746,3,7.14,6.8,118,1,21.4,50.0
2747,3747,5,7.03,7.23,92,2,21.1,49.2
2748,3748,3,6.58,6.3,116,3,19.7,46.1
2749,3749,6,8.02,8.08,90,1,24.1,56.1
2750,3750,6,6.52,6.69,46,2,19.6,45.6
2751,3751,5,6.88,7.02,70,2,20.6,48.2
2752,3752,1,8.1,7.95,111,1,24.3,56.7
2753,3753,3,7.78,7.65,95,1,23.3,54.5
2754,3754,8,7.01,6.85,17,2,21.0,49.1
2755,3755,7,8.72,8.94,100,0,26.2,61.0
2756,3756,3,7.6,7.62,50,1,22.8,53.2
2757,3757,5,6.6,6.71,84,2,19.8,46.2
2758,3758,1,8.37,8.5,58,1,25.1,58.6
2759,3759,1,8.56,8.44,54,0,25.7,59.9
2760,3760,5,5.86,5.48,47,3,17.6,41.0
2761,3761,5,7.59,7.75,55,2,22.8,53.1
2762,3762,7,6.26,6.01,61,2,18.8,43.8
2763,3763,2,6.95,6.75,103,2,20.9,48.6
2764,3764,7,6.4,6.73,119,3,19.2,44.8
2765,3765,1,5.87,5.92,28,3,17.6,41.1
2766,3766,7,8.88,9.09,6,0,26.6,62.2
2767,3767,2,5.81,6.19,24,4,17.4,40.7
2768,3768,2,8.41,8.45,94,0,25.2,58.9
2769,3769,4,7.92,8.3,10,1,23.8,55.4
2770,3770,3,9.53,9.92,9,0,28.6,66.7
2771,3771,7,8.29,8.05,75,1,24.9,58.0
2772,3772,4,7.32,7.49,16,2,22.0,51.2
2773,3773,4,8.3,8.18,87,1,24.9,58.1
2774,3774,5,8.99,8.78,65,0,27.0,62.9
2775,3775,2,5.54,5.74,54,4,16.6,38.8
2776,3776,2,6.19,6.31,27,3,18.6,43.3
2777,3777,3,6.55,6.95,68,3,19.6,45.9
2778,3778,4,8.93,9.12,15,0,26.8,62.5
2779,3779,7,8.76,8.88,118,1,26.3,61.3
2780,3780,8,8.52,8.23,47,1,25.6,59.6
2781,3781,2,7.82,7.64,92,2,23.5,54.7
2782,3782,6,8.0,8.35,76,1,24.0,56.0
2783,3783,1,5.98,5.66,60,3,17.9,41.9
2784,3784,2,8.67,8.57,11,0,26.0,60.7
2785,3785,8,7.47,7.2,57,1,22.4,52.3
2786,3786,5,7.03,6.7,44,2,21.1,49.2
2787,3787,2,6.08,6.25,20,3,18.2,42.6
2788,3788,5,8.23,8.46,90,1,24.7,57.6
2789,3789,8,8.11,7.94,70,1,24.3,56.8
2790,3790,8,6.31,6.66,53,3,18.9,44.2
2791,3791,7,9.44,9.77,8,0,28.3,66.1
2792,3792,8,8.54,8.65,13,0,25.6,59.8
2793,3793,2,8.72,8.76,8,1,26.2,61.0
2794,3794,8,9.53,9.73,93,0,28.6,66.7
2795,3795,2,8.17,7.87,23,0,24.5,57.2
2796,3796,7,6.4,6.13,103,2,19.2,44.8
2797,3797,2,7.91,8.02,68,1,23.7,55.4
2798,3798,8,5.68,5.32,34,3,17.0,39.8
2799,3799,1,6.3,6.11,45,3,18.9,44.1
2800,3800,3,7.85,7.57,10,1,23.5,54.9
2801,3801,8,6.67,6.33,58,2,20.0,46.7
2802,3802,4,9.2,9.16,114,0,27.6,64.4
2803,3803,6,7.32,7.57,33,1,22.0,51.2
2804,3804,6,8.95,9.12,44,0,26.8,62.6
2805,3805,8,8.72,8.62,78,1,26.2,61.0
2806,3806,8,7.17,7.06,22,2,21.5,50.2
2807,3807,2,8.53,8.66,9,1,25.6,59.7
2808,3808,5,5.84,5.47,17,3,17.5,40.9
2809,3809,1,9.34,9.42,70,0,28.0,65.4
2810,3810,1,8.47,8.54,112,0,25.4,59.3
2811,3811,2,7.11,7.25,26,2,21.3,49.8
2812,3812,3,7.29,7.3,53,1,21.9,51.0
2813,3813,2,7.07,7.45,36,2,21.2,49.5
2814,3814,7,7.97,7.62,73,1,23.9,55.8
2815,3815,6,7.07,7.41,36,2,21.2,49.5
2816,3816,8,6.07,6.11,98,2,18.2,42.5
2817,3817,2,8.52,8.61,23,1,25.6,59.6
2818,3818,1,5.93,5.72,44,3,17.8,41.5
2819,3819,1,7.64,7.3,117,1,22.9,53.5
2820,3820,5,7.85,7.69,13,1,23.5,54.9
2821,3821,6,5.8,5.64,36,4,17.4,40.6
2822,3822,8,6.25,6.14,86,3,18.8,43.8
2823,3823,5,8.93,8.97,28,0,26.8,62.5
2824,3824,5,6.98,6.97,49,2,20.9,48.9
2825,3825,2,5.9,6.19,62,3,17.7,41.3
2826,3826,4,6.0,6.38,4,3,18.0,42.0
2827,3827,3,6.57,6.53,23,3,19.7,46.0
2828,3828,5,7.43,7.22,37,2,22.3,52.0
2829,3829,6,6.36,6.64,13,3,19.1,44.5
2830,3830,7,9.53,9.44,79,0,28.6,66.7
2831,3831,2,5.65,5.47,82,4,17.0,39.6
2832,3832,3,9.64,9.84,107,0,28.9,67.5
2833,3833,3,7.42,7.25,20,1,22.3,51.9
2834,3834,1,7.91,8.27,45,1,23.7,55.4
2835,3835,4,6.75,6.67,109,2,20.2,47.2
2836,3836,1,9.32,9.06,112,0,28.0,65.2
2837,3837,2,8.4,8.69,117,0,25.2,58.8
2838,3838,2,8.14,8.3,80,0,24.4,57.0
2839,3839,1,7.69,7.71,110,2,23.1,53.8
2840,3840,2,8.37,8.48,45,0,25.1,58.6
2841,3841,5,9.0,9.22,36,0,27.0,63.0
2842,3842,6,9.42,9.19,30,0,28.3,65.9
2843,3843,7,9.69,9.9,29,0,29.1,67.8
2844,3844,5,8.54,8.49,106,0,25.6,59.8
2845,3845,8,7.97,8.35,13,1,23.9,55.8
2846,3846,6,5.91,5.84,75,3,17.7,41.4
2847,3847,2,7.21,7.58,119,2,21.6,50.5
2848,3848,2,5.89,5.95,78,3,17.7,41.2
2849,3849,6,6.74,6.53,27,2,20.2,47.2
2850,3850,7,5.53,5.24,65,3,16.6,38.7
2851,3851,5,7.88,7.73,51,1,23.6,55.2
2852,3852,3,6.86,6.52,103,2,20.6,48.0
2853,3853,5,7.25,7.33,54,2,21.8,50.8
2854,3854,2,7.58,7.92,69,1,22.7,53.1
2855,3855,3,6.14,6.31,82,2,18.4,43.0
2856,3856,4,7.28,7.01,104,2,21.8,51.0
2857,3857,5,5.61,5.86,95,3,16.8,39.3
2858,3858,5,9.48,9.52,4,0,28.4,66.4
2859,3859,4,8.13,8.48,23,1,24.4,56.9
2860,3860,7,9.67,10.0,26,0,29.0,67.7
2861,3861,7,5.92,5.59,39,3,17.8,41.4
2862,3862,3,6.96,7.32,7,2,20.9,48.7
2863,3863,2,8.47,8.61,66,1,25.4,59.3
2864,3864,7,7.18,7.48,27,2,21.5,50.3
2865,3865,4,6.73,6.4,62,2,20.2,47.1
2866,3866,8,7.09,7.35,113,2,21.3,49.6
2867,3867,1,5.71,5.45,11,4,17.1,40.0
2868,3868,2,8.41,8.21,89,1,25.2,58.9
2869,3869,7,6.42,6.33,101,3,19.3,44.9
2870,3870,8,5.86,5.78,77,4,17.6,41.0
2871,3871,6,8.12,8.26,118,1,24.4,56.8
2872,3872,5,7.0,6.93,25,2,21.0,49.0
2873,3873,2,7.66,7.65,57,1,23.0,53.6
2874,3874,1,8.99,9.19,63,0,27.0,62.9
2875,3875,4,8.42,8.28,39,1,25.3,58.9
2876,3876,6,5.6,5.84,55,3,16.8,39.2
2877,3877,4,5.95,6.13,100,3,17.9,41.6
2878,3878,7,6.11,6.0,70,3,18.3,42.8
2879,3879,4,5.64,5.54,86,3,16.9,39.5
2880,3880,4,6.05,6.07,24,3,18.1,42.4
2881,3881,3,9.65,9.7,12,0,29.0,67.5
2882,3882,1,7.31,7.32,41,1,21.9,51.2
2883,3883,7,7.81,8.07,35,2,23.4,54.7
2884,3884,6,7.71,8.03,59,1,23.1,54.0
2885,3885,6,9.14,9.5,105,0,27.4,64.0
2886,3886,3,6.36,6.33,85,3,19.1,44.5
2887,3887,2,9.59,9.75,95,0,28.8,67.1
2888,3888,5,8.17,8.55,49,0,24.5,57.2
2889,3889,6,6.06,6.25,91,3,18.2,42.4
2890,3890,7,9.2,9.06,7,0,27.6,64.4
2891,3891,1,7.53,7.16,34,1,22.6,52.7
2892,3892,3,9.43,9.83,50,0,28.3,66.0
2893,3893,3,8.52,8.64,8,1,25.6,59.6
2894,3894,2,8.2,8.05,54,1,24.6,57.4
2895,3895,2,8.72,8.43,49,0,26.2,61.0
2896,3896,5,7.2,6.82,104,2,21.6,50.4
2897,3897,1,8.16,7.91,64,1,24.5,57.1
2898,3898,8,7.35,7.04,46,2,22.0,51.4
2899,3899,6,5.97,6.05,22,3,17.9,41.8
2900,3900,1,6.46,6.49,116,2,19.4,45.2
2901,3901,4,6.83,6.47,65,2,20.5,47.8
2902,3902,2,9.72,9.81,103,0,29.2,68.0
2903,3903,3,9.46,9.07,102,0,28.4,66.2
2904,3904,5,8.69,8.51,83,1,26.1,60.8
2905,3905,6,5.97,5.77,21,3,17.9,41.8
2906,3906,2,8.63,8.63,58,0,25.9,60.4
2907,3907,6,6.87,7.1,109,2,20.6,48.1
2908,3908,3,6.52,6.15,64,2,19.6,45.6
2909,3909,1,5.77,5.64,8,4,17.3,40.4
2910,3910,2,6.84,6.52,99,2,20.5,47.9
2911,3911,3,9.75,9.46,98,0,29.2,68.2
2912,3912,4,6.98,6.65,27,2,20.9,48.9
2913,3913,3,5.71,5.92,112,3,17.1,40.0
2914,3914,3,7.17,7.36,109,1,21.5,50.2
2915,3915,2,8.68,8.6,95,0,26.0,60.8
2916,3916,3,5.96,5.86,11,4,17.9,41.7
2917,3917,7,8.11,8.49,78,0,24.3,56.8
2918,3918,3,6.2,5.82,66,3,18.6,43.4
2919,3919,7,8.53,8.52,63,1,25.6,59.7
2920,3920,2,6.33,6.08,59,3,19.0,44.3
2921,3921,6,6.35,6.38,37,3,19.0,44.4
2922,3922,3,6.08,6.04,85,3,18.2,42.6
2923,3923,8,5.87,5.49,120,3,17.6,41.1
2924,3924,4,5.77,5.95,15,3,17.3,40.4
2925,3925,6,8.36,8.25,110,1,25.1,58.5
2926,3926,6,6.65,6.53,29,3,20.0,46.6
2927,3927,7,7.04,6.93,107,2,21.1,49.3
2928,3928,8,7.82,8.02,10,1,23.5,54.7
2929,3929,1,7.93,8.09,91,1,23.8,55.5
2930,3930,7,9.69,9.83,52,0,29.1,67.8
2931,3931,4,6.78,6.94,119,3,20.3,47.5
2932,3932,6,6.58,6.68,13,2,19.7,46.1
2933,3933,8,8.32,8.13,73,0,25.0,58.2
2934,3934,2,8.29,8.06,111,0,24.9,58.0
2935,3935,1,6.7,6.61,33,2,20.1,46.9
2936,3936,3,6.47,6.62,21,3,19.4,45.3
2937,3937,8,6.62,6.79,66,3,19.9,46.3
2938,3938,7,9.18,9.12,97,0,27.5,64.3
2939,3939,5,7.3,7.21,10,2,21.9,51.1
2940,3940,8,8.95,8.85,49,0,26.8,62.6
2941,3941,7,8.21,8.07,21,0,24.6,57.5
2942,3942,8,5.51,5.46,40,4,16.5,38.6
2943,3943,6,9.17,9.3,30,0,27.5,64.2
2944,3944,3,5.93,6.2,114,3,17.8,41.5
2945,3945,2,6.56,6.66,49,2,19.7,45.9
2946,3946,1,6.06,6.33,76,2,18.2,42.4
2947,3947,3,7.19,7.04,89,2,21.6,50.3
2948,3948,2,7.7,7.86,5,1,23.1,53.9
2949,3949,4,8.96,8.87,111,0,26.9,62.7
2950,3950,3,5.75,6.1,69,4,17.2,40.2
2951,3951,2,9.78,9.66,19,0,29.3,68.5
2952,3952,7,8.06,8.34,27,1,24.2,56.4
2953,3953,3,5.79,6.16,77,3,17.4,40.5
2954,3954,4,9.68,9.93,112,0,29.0,67.8
2955,3955,8,5.72,5.89,42,4,17.2,40.0
2956,3956,1,9.02,8.8,9,0,27.1,63.1
2957,3957,1,5.88,5.61,84,3,17.6,41.2
2958,3958,4,6.28,5.93,74,3,18.8,44.0
2959,3959,1,6.34,6.59,83,3,19.0,44.4
2960,3960,2,7.55,7.77,107,2,22.6,52.9
2961,3961,6,6.95,6.79,50,2,20.9,48.6
2962,3962,3,7.5,7.6,78,1,22.5,52.5
2963,3963,2,6.11,5.79,45,2,18.3,42.8
2964,3964,5,7.8,7.41,82,2,23.4,54.6
2965,3965,3,8.39,8.3,98,0,25.2,58.7
2966,3966,7,6.01,6.26,63,3,18.0,42.1
2967,3967,5,7.49,7.58,102,2,22.5,52.4
2968,3968,8,9.67,9.54,33,0,29.0,67.7
2969,3969,2,6.44,6.07,19,2,19.3,45.1
2970,3970,8,8.49,8.38,26,1,25.5,59.4
2971,3971,4,6.24,5.99,74,2,18.7,43.7
2972,3972,8,7.94,8.0,112,1,23.8,55.6
2973,3973,4,7.37,7.23,99,2,22.1,51.6
2974,3974,3,7.98,7.84,67,1,23.9,55.9
2975,3975,1,7.75,7.57,97,2,23.2,54.2
2976,3976,5,9.25,9.37,90,0,27.8,64.8
2977,3977,5,6.76,6.42,27,3,20.3,47.3
2978,3978,2,8.26,8.15,51,0,24.8,57.8
2979,3979,2,8.63,8.49,81,1,25.9,60.4
2980,3980,7,5.74,5.5,42,3,17.2,40.2
2981,3981,8,5.67,5.62,13,4,17.0,39.7
2982,3982,8,5.81,6.12,44,3,17.4,40.7
2983,3983,5,7.58,7.27,108,1,22.7,53.1
2984,3984,1,8.11,8.48,28,1,24.3,56.8
2985,3985,7,6.34,6.61,77,3,19.0,44.4
2986,3986,1,6.72,6.33,109,3,20.2,47.0
2987,3987,5,8.79,8.41,100,1,26.4,61.5
2988,3988,1,9.39,9.71,112,0,28.2,65.7
2989,3989,1,7.26,6.91,54,2,21.8,50.8
2990,3990,4,5.94,5.85,75,3,17.8,41.6
2991,3991,7,6.9,7.01,49,2,20.7,48.3
2992,3992,3,7.27,6.9,20,1,21.8,50.9
2993,3993,2,7.16,7.35,19,2,21.5,50.1
2994,3994,6,6.15,6.38,68,2,18.5,43.1
2995,3995,4,9.38,9.3,19,0,28.1,65.7
2996,3996,8,8.22,7.94,11,1,24.7,57.5
2997,3997,1,8.35,8.65,88,1,25.0,58.4
2998,3998,3,8.96,8.99,114,0,26.9,62.7
2999,3999,8,7.39,7.25,74,2,22.2,51.7
3000,4000,8,7.07,7.44,34,2,21.2,49.5
3001,4001,7,6.57,6.44,48,3,19.7,46.0
3002,4002,7,6.26,6.19,94,3,18.8,43.8
3003,4003,5,5.67,5.71,44,3,17.0,39.7
3004,4004,3,5.97,5.98,49,3,17.9,41.8
3005,4005,5,9.08,8.89,46,0,27.2,63.6
3006,4006,1,7.64,7.24,94,1,22.9,53.5
3007,4007,7,6.47,6.14,11,3,19.4,45.3
3008,4008,8,7.65,7.39,61,2,23.0,53.6
3009,4009,2,6.74,6.98,99,2,20.2,47.2
3010,4010,3,6.81,6.76,18,2,20.4,47.7
3011,4011,7,5.79,6.14,94,3,17.4,40.5
3012,4012,1,9.06,8.66,92,0,27.2,63.4
3013,4013,6,8.28,8.35,3,0,24.8,58.0
3014,4014,4,9.46,9.29,25,0,28.4,66.2
3015,4015,2,6.91,6.69,21,2,20.7,48.4
3016,4016,4,7.79,7.59,73,1,23.4,54.5
3017,4017,4,9.68,10.0,114,0,29.0,67.8
3018,4018,4,7.02,7.04,103,2,21.1,49.1
3019,4019,4,9.78,9.51,80,0,29.3,68.5
