placement_id,student_id,aptitude_score,resume_score,communication_score,interview_readiness,employability_score,placement_probability,placed,package_lpa
2518,3518,61,52,72,66,49.3,Low,0,0.0
2519,3519,52,33,52,52,38.1,Low,0,0.0
2520,3520,74,66,77,75,65.1,Medium,1,16.65
2521,3521,63,38,59,61,37.3,Low,0,0.0
2522,3522,100,80,97,98,80.6,High,1,5.73
2523,3523,77,59,77,77,59.5,Low,1,9.02
2524,3524,100,77,95,97,73.9,Medium,1,4.81
2525,3525,98,74,92,95,77.0,Medium,1,17.43
2526,3526,65,40,63,64,45.8,Low,0,0.0
2527,3527,85,50,73,79,57.9,Low,0,0.0
2528,3528,56,49,60,58,53.6,Low,1,9.17
2529,3529,82,66,90,86,60.7,Medium,0,0.0
2530,3530,61,45,58,59,51.8,Low,0,0.0
2531,3531,100,63,85,92,66.7,Medium,1,14.71
2532,3532,52,34,45,48,39.5,Low,0,0.0
2533,3533,100,68,90,95,73.0,Medium,1,12.0
2534,3534,78,57,82,80,56.0,Low,0,0.0
2535,3535,71,53,75,73,56.0,Low,0,0.0
2536,3536,91,63,85,88,70.9,Medium,1,15.59
2537,3537,83,50,62,72,49.2,Low,0,0.0
2538,3538,70,45,62,66,51.4,Low,0,0.0
2539,3539,78,61,67,72,60.3,Medium,0,0.0
2540,3540,84,63,75,79,61.8,Medium,0,0.0
2541,3541,73,41,69,71,42.8,Low,0,0.0
2542,3542,61,37,61,61,42.3,Low,0,0.0
2543,3543,65,40,62,63,48.7,Low,0,0.0
2544,3544,64,38,59,61,44.1,Low,0,0.0
2545,3545,95,73,91,93,66.7,Medium,0,0.0
2546,3546,92,66,91,91,68.5,Medium,1,15.29
2547,3547,95,71,86,90,74.2,Medium,1,17.52
2548,3548,99,87,100,99,84.9,High,1,11.26
2549,3549,91,78,97,94,80.6,High,1,10.89
2550,3550,53,36,45,49,41.4,Low,0,0.0
2551,3551,62,51,57,59,63.1,Medium,0,0.0
2552,3552,80,62,83,81,63.6,Medium,1,8.83
2553,3553,72,48,69,70,51.3,Low,0,0.0
2554,3554,78,65,76,77,76.4,Medium,1,12.04
2555,3555,63,57,76,69,53.4,Low,0,0.0
2556,3556,65,56,75,70,55.9,Low,0,0.0
2557,3557,77,52,72,74,53.0,Low,0,0.0
2558,3558,68,59,78,73,63.1,Medium,0,0.0
2559,3559,59,40,66,62,41.1,Low,0,0.0
2560,3560,79,44,70,74,46.2,Low,0,0.0
2561,3561,62,46,64,63,50.4,Low,0,0.0
2562,3562,65,49,66,65,52.7,Low,0,0.0
2563,3563,90,78,97,93,79.5,Medium,1,16.71
2564,3564,62,45,62,62,43.8,Low,0,0.0
2565,3565,95,74,92,93,75.2,Medium,1,13.12
2566,3566,89,80,100,94,79.3,Medium,1,15.18
2567,3567,52,40,48,50,48.2,Low,0,0.0
2568,3568,73,54,86,79,54.9,Low,0,0.0
2569,3569,77,46,74,75,52.5,Low,0,0.0
2570,3570,46,32,40,43,39.9,Low,0,0.0
2571,3571,49,30,51,50,37.2,Low,0,0.0
2572,3572,86,74,93,89,70.2,Medium,1,16.54
2573,3573,70,55,68,69,54.5,Low,0,0.0
2574,3574,84,62,88,86,62.7,Medium,0,0.0
2575,3575,76,72,84,80,75.4,Medium,1,5.27
2576,3576,79,49,66,72,58.5,Low,0,0.0
2577,3577,56,48,54,55,54.3,Low,0,0.0
2578,3578,90,67,84,87,72.1,Medium,1,13.08
2579,3579,79,59,77,78,62.3,Medium,0,0.0
2580,3580,40,30,50,45,33.1,Low,0,0.0
2581,3581,78,61,87,82,65.5,Medium,0,0.0
2582,3582,84,74,89,86,70.6,Medium,1,7.8
2583,3583,84,60,75,79,64.2,Medium,0,0.0
2584,3584,83,59,73,78,61.6,Medium,0,0.0
2585,3585,86,68,77,81,73.0,Medium,1,17.77
2586,3586,96,66,87,91,69.9,Medium,1,8.38
2587,3587,45,51,70,57,53.8,Low,0,0.0
2588,3588,57,53,64,60,55.6,Low,0,0.0
2589,3589,72,48,65,68,53.9,Low,0,0.0
2590,3590,85,75,100,92,76.3,Medium,1,16.49
2591,3591,62,51,74,68,48.0,Low,0,0.0
2592,3592,93,80,100,96,83.9,High,1,14.45
2593,3593,68,44,75,71,45.0,Low,0,0.0
2594,3594,92,66,86,89,73.5,Medium,1,8.03
2595,3595,70,49,71,70,50.0,Low,0,0.0
2596,3596,89,52,73,81,61.4,Medium,0,0.0
2597,3597,61,43,45,53,50.2,Low,0,0.0
2598,3598,95,66,90,92,67.5,Medium,0,0.0
2599,3599,45,30,43,44,41.1,Low,0,0.0
2600,3600,67,46,56,61,57.1,Low,0,0.0
2601,3601,72,54,67,69,59.8,Low,1,12.01
2602,3602,87,63,76,81,67.4,Medium,1,11.56
2603,3603,88,60,84,86,64.1,Medium,1,14.11
2604,3604,56,44,56,56,54.6,Low,0,0.0
2605,3605,75,60,85,80,61.4,Medium,0,0.0
2606,3606,68,54,70,69,57.3,Low,1,6.62
2607,3607,81,54,76,78,49.6,Low,0,0.0
2608,3608,100,76,88,94,82.2,High,1,10.2
2609,3609,53,44,57,55,48.3,Low,0,0.0
2610,3610,57,48,69,63,45.1,Low,0,0.0
2611,3611,84,72,88,86,72.3,Medium,1,11.01
2612,3612,64,36,59,61,42.5,Low,0,0.0
2613,3613,77,62,68,72,68.3,Medium,0,0.0
2614,3614,85,66,87,86,70.0,Medium,1,7.29
2615,3615,74,42,57,65,52.7,Low,0,0.0
2616,3616,100,87,100,100,82.3,High,1,15.01
2617,3617,81,73,86,83,74.6,Medium,1,17.76
2618,3618,82,54,81,81,53.5,Low,0,0.0
2619,3619,71,52,73,72,51.5,Low,0,0.0
2620,3620,59,48,54,56,51.8,Low,1,16.1
2621,3621,76,57,72,74,59.1,Low,0,0.0
2622,3622,76,53,74,75,58.5,Low,0,0.0
2623,3623,94,73,100,97,78.3,Medium,1,12.39
2624,3624,95,76,97,96,79.2,Medium,1,4.47
2625,3625,93,59,77,85,61.2,Medium,0,0.0
2626,3626,90,78,86,88,79.2,Medium,1,14.16
2627,3627,31,30,39,35,36.7,Low,0,0.0
2628,3628,100,71,100,100,67.9,Medium,1,14.56
2629,3629,100,76,97,98,72.7,Medium,1,6.27
2630,3630,73,64,79,76,68.2,Medium,0,0.0
2631,3631,64,41,64,64,46.5,Low,0,0.0
2632,3632,33,34,41,37,44.3,Low,0,0.0
2633,3633,83,77,84,83,77.3,Medium,1,7.02
2634,3634,61,46,64,62,52.8,Low,0,0.0
2635,3635,69,65,84,76,71.2,Medium,1,17.63
2636,3636,84,68,80,82,73.5,Medium,1,17.48
2637,3637,62,35,52,57,36.2,Low,0,0.0
2638,3638,66,70,91,78,73.2,Medium,0,0.0
2639,3639,83,74,89,86,75.5,Medium,1,6.51
2640,3640,61,39,65,63,41.8,Low,0,0.0
2641,3641,75,57,68,71,61.7,Medium,0,0.0
2642,3642,67,33,58,62,40.7,Low,0,0.0
2643,3643,98,75,100,99,78.0,Medium,1,15.42
2644,3644,84,61,87,85,61.5,Medium,0,0.0
2645,3645,75,45,73,74,46.2,Low,0,0.0
2646,3646,100,79,94,97,78.1,Medium,1,7.51
2647,3647,100,78,100,100,77.5,Medium,1,16.62
2648,3648,77,67,82,79,67.4,Medium,1,10.82
2649,3649,78,48,83,80,46.7,Low,0,0.0
2650,3650,61,35,56,58,38.5,Low,0,0.0
2651,3651,65,38,52,58,38.4,Low,0,0.0
2652,3652,46,47,63,54,51.7,Low,0,0.0
2653,3653,85,52,76,80,52.2,Low,0,0.0
2654,3654,59,44,60,59,52.2,Low,0,0.0
2655,3655,83,70,81,82,76.2,Medium,1,8.69
2656,3656,56,53,68,62,55.9,Low,0,0.0
2657,3657,90,78,97,93,80.8,High,1,6.21
2658,3658,85,61,91,88,53.9,Low,0,0.0
2659,3659,50,39,61,55,42.0,Low,0,0.0
2660,3660,61,41,54,57,53.6,Low,1,11.73
2661,3661,86,65,80,83,75.1,Medium,1,6.04
2662,3662,53,38,58,55,41.0,Low,0,0.0
2663,3663,65,49,66,65,50.3,Low,0,0.0
2664,3664,62,45,73,67,49.6,Low,0,0.0
2665,3665,65,51,57,61,58.3,Low,1,11.12
2666,3666,71,57,82,76,55.6,Low,0,0.0
2667,3667,68,49,52,60,55.2,Low,0,0.0
2668,3668,77,61,71,74,68.3,Medium,1,12.62
2669,3669,78,67,78,78,71.8,Medium,1,12.77
2670,3670,63,54,67,65,56.1,Low,0,0.0
2671,3671,88,78,97,92,78.3,Medium,1,17.37
2672,3672,85,80,87,86,81.5,High,1,14.06
2673,3673,75,67,82,78,69.6,Medium,1,8.75
2674,3674,47,43,69,58,43.0,Low,0,0.0
2675,3675,73,36,65,69,38.9,Low,0,0.0
2676,3676,100,82,100,100,80.5,High,1,17.91
2677,3677,80,75,85,82,82.0,High,1,9.8
2678,3678,57,38,55,56,48.0,Low,0,0.0
2679,3679,89,71,91,90,67.6,Medium,1,14.9
2680,3680,92,63,94,93,57.3,Low,0,0.0
2681,3681,100,68,87,93,74.6,Medium,1,4.86
2682,3682,73,61,81,77,57.7,Low,0,0.0
2683,3683,85,81,96,90,77.7,Medium,1,16.39
2684,3684,73,67,75,74,73.5,Medium,1,17.74
2685,3685,65,40,66,65,43.6,Low,0,0.0
2686,3686,77,72,88,82,73.5,Medium,1,9.04
2687,3687,59,46,61,60,50.1,Low,0,0.0
2688,3688,46,43,49,47,48.2,Low,0,0.0
2689,3689,77,46,71,74,53.4,Low,0,0.0
2690,3690,100,80,100,100,78.9,Medium,1,9.89
2691,3691,59,32,61,60,38.3,Low,0,0.0
2692,3692,66,64,87,76,58.3,Low,0,0.0
2693,3693,69,53,78,73,49.6,Low,0,0.0
2694,3694,72,63,80,76,64.0,Medium,0,0.0
2695,3695,74,59,76,75,59.8,Low,0,0.0
2696,3696,78,48,63,70,47.0,Low,0,0.0
2697,3697,81,48,72,76,48.8,Low,0,0.0
2698,3698,82,70,81,81,73.8,Medium,1,16.35
2699,3699,100,85,100,100,83.2,High,1,5.77
2700,3700,81,69,88,84,74.1,Medium,1,6.13
2701,3701,74,63,71,72,64.3,Medium,0,0.0
2702,3702,92,67,89,90,69.6,Medium,1,14.76
2703,3703,48,37,51,49,38.8,Low,0,0.0
2704,3704,67,41,64,65,49.5,Low,0,0.0
2705,3705,92,58,85,88,58.5,Low,0,0.0
2706,3706,83,56,81,82,53.3,Low,0,0.0
2707,3707,78,52,76,77,56.2,Low,0,0.0
2708,3708,56,43,59,57,51.6,Low,0,0.0
2709,3709,84,45,62,73,41.9,Low,0,0.0
2710,3710,67,36,59,63,43.8,Low,0,0.0
2711,3711,95,82,91,93,85.9,High,1,6.77
2712,3712,87,60,79,83,61.8,Medium,0,0.0
2713,3713,78,47,77,77,53.9,Low,0,0.0
2714,3714,100,78,93,96,83.1,High,1,14.7
2715,3715,81,59,80,80,59.4,Low,0,0.0
2716,3716,88,78,87,87,76.6,Medium,1,4.05
2717,3717,53,64,73,63,62.4,Medium,1,10.83
2718,3718,94,55,75,84,60.0,Medium,1,17.81
2719,3719,59,43,58,58,54.0,Low,0,0.0
2720,3720,97,68,100,98,64.6,Medium,0,0.0
2721,3721,80,55,79,79,58.4,Low,0,0.0
2722,3722,64,56,75,69,54.2,Low,0,0.0
2723,3723,61,51,60,60,58.9,Low,1,7.74
2724,3724,71,40,52,61,46.7,Low,0,0.0
2725,3725,47,38,55,51,46.0,Low,0,0.0
2726,3726,82,73,90,86,70.0,Medium,1,8.02
2727,3727,93,71,93,93,77.2,Medium,1,16.48
2728,3728,78,50,72,75,45.8,Low,0,0.0
2729,3729,75,71,93,84,72.3,Medium,1,4.2
2730,3730,92,53,78,85,57.9,Low,0,0.0
2731,3731,100,77,98,99,76.2,Medium,1,5.16
2732,3732,75,48,64,69,58.9,Low,0,0.0
2733,3733,71,64,83,77,66.0,Medium,1,8.01
2734,3734,72,55,74,73,61.5,Medium,0,0.0
2735,3735,76,43,49,62,51.9,Low,0,0.0
2736,3736,100,75,91,95,79.3,Medium,1,12.05
2737,3737,82,62,92,87,60.3,Medium,1,8.02
2738,3738,50,39,59,54,40.7,Low,0,0.0
2739,3739,78,78,86,82,80.1,High,1,12.79
2740,3740,92,71,88,90,76.1,Medium,1,4.05
2741,3741,85,59,76,80,58.1,Low,0,0.0
2742,3742,50,33,43,46,40.1,Low,0,0.0
2743,3743,67,47,76,71,42.6,Low,0,0.0
2744,3744,86,70,84,85,70.0,Medium,1,16.27
2745,3745,39,39,50,44,43.3,Low,0,0.0
2746,3746,67,61,85,76,56.8,Low,0,0.0
2747,3747,72,48,65,68,52.7,Low,0,0.0
2748,3748,60,45,53,56,48.4,Low,0,0.0
2749,3749,71,51,67,69,59.0,Low,1,17.05
2750,3750,67,43,69,68,49.7,Low,0,0.0
2751,3751,76,59,76,76,57.5,Low,0,0.0
2752,3752,86,65,79,82,67.5,Medium,0,0.0
2753,3753,38,39,42,40,52.0,Low,0,0.0
2754,3754,75,50,62,68,51.0,Low,0,0.0
2755,3755,88,65,75,81,70.3,Medium,1,6.27
2756,3756,71,48,59,65,54.7,Low,0,0.0
2757,3757,58,47,72,65,49.0,Low,0,0.0
2758,3758,100,73,100,100,72.8,Medium,1,12.18
2759,3759,45,53,61,53,61.8,Medium,0,0.0
2760,3760,57,30,54,55,36.1,Low,0,0.0
2761,3761,54,53,68,61,56.3,Low,1,13.86
2762,3762,52,46,64,58,45.3,Low,0,0.0
2763,3763,66,43,55,60,49.9,Low,0,0.0
2764,3764,57,54,66,61,53.0,Low,0,0.0
2765,3765,30,35,52,41,38.2,Low,0,0.0
2766,3766,90,75,95,92,72.8,Medium,1,4.22
2767,3767,75,46,79,77,46.3,Low,0,0.0
2768,3768,96,61,76,86,64.3,Medium,0,0.0
2769,3769,100,68,94,97,64.5,Medium,1,14.73
2770,3770,100,82,94,97,83.2,High,1,9.07
2771,3771,80,68,80,80,71.7,Medium,1,15.4
2772,3772,85,55,82,83,56.6,Low,0,0.0
2773,3773,74,65,75,74,68.3,Medium,1,8.95
2774,3774,93,82,98,95,79.3,Medium,1,11.8
2775,3775,55,44,61,58,43.2,Low,0,0.0
2776,3776,76,48,73,74,49.7,Low,0,0.0
2777,3777,51,34,50,50,41.0,Low,0,0.0
2778,3778,83,69,79,81,70.9,Medium,1,10.61
2779,3779,96,74,88,92,75.6,Medium,1,8.29
2780,3780,100,67,92,96,69.8,Medium,1,10.47
2781,3781,73,61,67,70,66.4,Medium,1,13.22
2782,3782,72,70,95,83,66.7,Medium,1,6.34
2783,3783,52,34,51,51,40.4,Low,0,0.0
2784,3784,89,71,86,87,73.5,Medium,1,17.33
2785,3785,40,54,63,51,55.0,Low,1,5.34
2786,3786,69,50,68,68,50.7,Low,0,0.0
2787,3787,51,43,58,54,42.9,Low,0,0.0
2788,3788,80,65,89,84,66.6,Medium,0,0.0
2789,3789,93,68,100,96,67.5,Medium,0,0.0
2790,3790,55,34,54,54,40.2,Low,0,0.0
2791,3791,93,71,96,94,79.0,Medium,1,15.07
2792,3792,70,52,65,67,64.2,Medium,1,8.54
2793,3793,81,63,70,75,71.5,Medium,1,9.04
2794,3794,90,83,96,93,80.8,High,1,17.89
2795,3795,73,69,83,78,67.4,Medium,1,4.72
2796,3796,60,48,79,69,47.2,Low,0,0.0
2797,3797,75,71,87,81,67.3,Medium,1,12.08
2798,3798,78,42,74,76,40.9,Low,0,0.0
2799,3799,58,50,72,65,50.3,Low,0,0.0
2800,3800,69,62,73,71,64.4,Medium,1,9.58
2801,3801,47,39,46,46,47.0,Low,0,0.0
2802,3802,100,75,100,100,78.8,Medium,1,16.44
2803,3803,57,55,69,63,58.8,Low,0,0.0
2804,3804,91,71,83,87,75.1,Medium,1,5.49
2805,3805,80,79,99,89,76.0,Medium,1,10.29
2806,3806,52,58,71,61,56.2,Low,0,0.0
2807,3807,100,73,96,98,73.3,Medium,1,9.06
2808,3808,66,40,53,59,42.5,Low,0,0.0
2809,3809,76,70,80,78,75.5,Medium,1,14.08
2810,3810,69,63,74,71,67.8,Medium,1,9.85
2811,3811,78,53,78,78,55.5,Low,0,0.0
2812,3812,81,58,84,82,59.2,Low,1,4.59
2813,3813,93,63,99,96,59.0,Low,0,0.0
2814,3814,92,73,99,95,70.2,Medium,1,14.24
2815,3815,73,57,73,73,55.1,Low,0,0.0
2816,3816,51,39,61,56,41.7,Low,0,0.0
2817,3817,89,70,95,92,70.1,Medium,1,6.66
2818,3818,48,30,44,46,37.0,Low,0,0.0
2819,3819,77,55,78,77,57.4,Low,0,0.0
2820,3820,70,68,80,75,64.5,Medium,1,8.19
2821,3821,75,48,68,71,44.9,Low,0,0.0
2822,3822,44,30,40,42,41.5,Low,0,0.0
2823,3823,95,76,97,96,76.0,Medium,1,7.78
2824,3824,58,51,61,59,54.0,Low,0,0.0
2825,3825,62,43,72,67,44.2,Low,0,0.0
2826,3826,68,40,67,67,44.7,Low,0,0.0
2827,3827,51,42,57,54,46.2,Low,0,0.0
2828,3828,84,65,84,84,63.0,Medium,1,8.77
2829,3829,68,43,68,68,48.6,Low,0,0.0
2830,3830,100,78,100,100,79.5,Medium,1,16.74
2831,3831,51,41,59,55,43.7,Low,0,0.0
2832,3832,91,82,100,95,80.2,High,1,9.49
2833,3833,91,62,92,91,62.3,Medium,1,17.41
2834,3834,74,65,85,79,65.5,Medium,1,9.88
2835,3835,68,56,85,76,52.2,Low,0,0.0
2836,3836,90,81,92,91,78.6,Medium,1,12.08
2837,3837,95,73,100,97,71.1,Medium,1,12.45
2838,3838,82,67,88,85,67.5,Medium,1,16.98
2839,3839,76,64,82,79,63.2,Medium,1,6.46
2840,3840,75,72,85,80,70.6,Medium,1,8.83
2841,3841,90,74,89,89,77.8,Medium,1,8.23
2842,3842,93,77,100,96,79.7,Medium,0,0.0
2843,3843,81,74,89,85,78.3,Medium,1,16.2
2844,3844,100,73,90,95,73.4,Medium,1,11.96
2845,3845,85,66,77,81,65.3,Medium,0,0.0
2846,3846,59,41,58,58,42.2,Low,0,0.0
2847,3847,74,51,61,67,54.4,Low,0,0.0
2848,3848,58,33,39,48,39.2,Low,0,0.0
2849,3849,84,59,81,82,55.6,Low,0,0.0
2850,3850,57,49,74,65,42.3,Low,0,0.0
2851,3851,78,58,65,71,62.5,Medium,0,0.0
2852,3852,63,49,57,60,52.9,Low,0,0.0
2853,3853,57,47,63,60,53.9,Low,1,5.44
2854,3854,73,59,80,76,60.2,Medium,0,0.0
2855,3855,61,46,64,62,46.3,Low,0,0.0
2856,3856,46,51,57,51,53.6,Low,0,0.0
2857,3857,63,46,65,64,43.6,Low,0,0.0
2858,3858,99,83,97,98,82.6,High,1,16.53
2859,3859,80,65,88,84,66.0,Medium,1,14.54
2860,3860,97,64,82,89,74.4,Medium,1,7.7
2861,3861,66,49,71,68,47.1,Low,0,0.0
2862,3862,57,46,54,55,53.6,Low,0,0.0
2863,3863,98,74,97,97,73.4,Medium,0,0.0
2864,3864,71,41,65,68,48.6,Low,0,0.0
2865,3865,62,42,53,57,51.4,Low,0,0.0
2866,3866,58,47,66,62,51.4,Low,0,0.0
2867,3867,49,43,62,55,42.3,Low,0,0.0
2868,3868,84,67,82,83,67.1,Medium,0,0.0
2869,3869,41,30,45,43,39.2,Low,0,0.0
2870,3870,61,41,55,58,40.4,Low,0,0.0
2871,3871,81,66,90,85,65.2,Medium,0,0.0
2872,3872,60,47,72,66,53.2,Low,0,0.0
2873,3873,63,64,72,67,61.3,Medium,0,0.0
2874,3874,91,66,83,87,73.3,Medium,1,5.8
2875,3875,95,65,89,92,68.2,Medium,0,0.0
2876,3876,64,33,53,58,36.6,Low,0,0.0
2877,3877,53,31,44,48,38.0,Low,0,0.0
2878,3878,67,41,65,66,43.7,Low,0,0.0
2879,3879,58,40,66,62,41.1,Low,0,0.0
2880,3880,54,40,52,53,40.9,Low,0,0.0
2881,3881,92,75,100,96,77.5,Medium,1,7.38
2882,3882,64,42,66,65,52.1,Low,0,0.0
2883,3883,65,59,86,75,59.1,Low,1,16.68
2884,3884,77,57,73,75,59.4,Low,0,0.0
2885,3885,86,65,80,83,71.1,Medium,1,12.4
2886,3886,76,48,64,70,48.5,Low,0,0.0
2887,3887,94,80,100,97,80.0,High,1,17.66
2888,3888,81,53,71,76,62.9,Medium,0,0.0
2889,3889,63,39,60,61,42.7,Low,0,0.0
2890,3890,87,75,90,88,76.7,Medium,1,14.95
2891,3891,81,59,67,74,61.6,Medium,0,0.0
2892,3892,80,72,89,84,75.5,Medium,1,12.02
2893,3893,51,59,67,59,65.6,Medium,0,0.0
2894,3894,100,76,100,100,74.1,Medium,1,7.1
2895,3895,100,68,87,93,74.4,Medium,1,16.26
2896,3896,61,44,60,60,50.6,Low,0,0.0
2897,3897,100,66,96,98,67.7,Medium,1,6.76
2898,3898,64,42,56,60,49.9,Low,0,0.0
2899,3899,59,41,58,58,41.5,Low,0,0.0
2900,3900,74,51,71,72,50.4,Low,0,0.0
2901,3901,59,42,56,57,46.3,Low,0,0.0
2902,3902,100,85,100,100,83.8,High,1,7.94
2903,3903,100,77,89,94,80.4,High,1,10.17
2904,3904,73,59,73,73,68.0,Medium,0,0.0
2905,3905,77,48,78,77,46.5,Low,0,0.0
2906,3906,100,68,91,95,69.9,Medium,1,8.93
2907,3907,96,59,85,90,57.2,Low,1,13.4
2908,3908,57,39,50,53,44.5,Low,0,0.0
2909,3909,45,37,46,45,39.9,Low,0,0.0
2910,3910,80,60,82,81,56.6,Low,0,0.0
2911,3911,96,85,100,98,85.5,High,1,17.48
2912,3912,91,54,86,88,54.0,Low,0,0.0
2913,3913,58,30,60,59,35.5,Low,0,0.0
2914,3914,67,44,60,63,53.3,Low,0,0.0
2915,3915,74,66,82,78,70.8,Medium,1,9.95
2916,3916,59,38,63,61,41.6,Low,0,0.0
2917,3917,72,65,75,73,66.4,Medium,1,5.14
2918,3918,79,53,83,81,48.6,Low,0,0.0
2919,3919,79,66,90,84,69.0,Medium,0,0.0
2920,3920,54,32,46,50,40.2,Low,0,0.0
2921,3921,58,39,60,59,47.0,Low,0,0.0
2922,3922,51,39,54,52,42.7,Low,0,0.0
2923,3923,71,44,64,67,45.2,Low,0,0.0
2924,3924,82,39,64,73,40.6,Low,0,0.0
2925,3925,99,73,96,97,70.8,Medium,0,0.0
2926,3926,79,51,75,77,52.3,Low,0,0.0
2927,3927,60,46,71,65,50.7,Low,0,0.0
2928,3928,83,60,82,82,62.1,Medium,0,0.0
2929,3929,84,60,88,86,61.1,Medium,0,0.0
2930,3930,100,75,100,100,79.6,Medium,1,14.41
2931,3931,66,49,67,66,52.0,Low,0,0.0
2932,3932,64,47,57,60,49.5,Low,0,0.0
2933,3933,68,57,69,68,65.7,Medium,1,6.71
2934,3934,70,57,79,74,64.9,Medium,1,6.67
2935,3935,83,50,63,73,51.7,Low,0,0.0
2936,3936,39,42,51,45,44.2,Low,0,0.0
2937,3937,53,41,54,53,47.2,Low,0,0.0
2938,3938,87,83,100,93,79.7,Medium,1,5.33
2939,3939,53,52,66,59,54.5,Low,0,0.0
2940,3940,78,64,82,80,69.0,Medium,1,16.1
2941,3941,81,70,85,83,68.3,Medium,0,0.0
2942,3942,64,36,58,61,40.3,Low,0,0.0
2943,3943,73,79,92,82,77.6,Medium,1,15.59
2944,3944,57,37,65,61,41.0,Low,0,0.0
2945,3945,75,47,57,66,49.7,Low,0,0.0
2946,3946,58,41,69,63,44.4,Low,0,0.0
2947,3947,49,38,49,49,46.5,Low,0,0.0
2948,3948,65,60,75,70,63.0,Medium,1,10.1
2949,3949,80,69,72,76,72.7,Medium,1,9.69
2950,3950,69,36,58,63,41.2,Low,0,0.0
2951,3951,100,80,97,98,82.4,High,1,7.92
2952,3952,65,63,70,67,63.8,Medium,0,0.0
2953,3953,67,39,64,65,42.5,Low,0,0.0
2954,3954,82,73,86,84,80.1,High,1,6.72
2955,3955,58,33,47,52,38.3,Low,0,0.0
2956,3956,89,73,87,88,74.5,Medium,1,6.43
2957,3957,37,30,39,38,34.6,Low,0,0.0
2958,3958,47,40,53,50,42.7,Low,0,0.0
2959,3959,72,45,62,67,45.7,Low,0,0.0
2960,3960,81,52,73,77,58.3,Low,0,0.0
2961,3961,100,55,93,96,54.6,Low,0,0.0
2962,3962,58,55,68,63,58.2,Low,0,0.0
2963,3963,37,32,40,38,38.0,Low,0,0.0
2964,3964,66,56,71,68,60.9,Medium,0,0.0
2965,3965,79,57,75,77,63.9,Medium,0,0.0
2966,3966,77,52,77,77,48.5,Low,0,0.0
2967,3967,80,56,81,80,59.1,Low,0,0.0
2968,3968,100,74,84,92,78.5,Medium,1,14.17
2969,3969,56,42,56,56,46.4,Low,0,0.0
2970,3970,75,69,78,76,68.8,Medium,1,16.62
2971,3971,66,33,49,57,39.0,Low,0,0.0
2972,3972,87,58,84,85,63.3,Medium,1,17.32
2973,3973,78,57,78,78,57.7,Low,0,0.0
2974,3974,74,65,85,79,64.1,Medium,1,15.14
2975,3975,83,65,93,88,63.1,Medium,0,0.0
2976,3976,88,71,89,88,77.4,Medium,1,14.1
2977,3977,87,57,81,84,56.6,Low,0,0.0
2978,3978,62,60,75,68,63.7,Medium,0,0.0
2979,3979,73,55,64,68,67.4,Medium,0,0.0
2980,3980,30,30,35,32,34.0,Low,0,0.0
2981,3981,57,36,58,57,38.6,Low,0,0.0
2982,3982,66,39,68,67,41.0,Low,0,0.0
2983,3983,89,59,77,83,58.0,Low,0,0.0
2984,3984,81,63,71,76,66.5,Medium,1,9.28
2985,3985,58,36,55,56,46.5,Low,0,0.0
2986,3986,53,49,56,54,48.4,Low,0,0.0
2987,3987,85,69,89,87,72.3,Medium,1,13.86
2988,3988,81,78,92,86,77.4,Medium,1,17.03
2989,3989,76,48,78,77,52.1,Low,0,0.0
2990,3990,86,46,79,82,46.7,Low,0,0.0
2991,3991,69,50,58,63,53.9,Low,0,0.0
2992,3992,72,49,66,69,55.0,Low,0,0.0
2993,3993,54,42,62,58,48.1,Low,0,0.0
2994,3994,64,43,59,61,48.1,Low,0,0.0
2995,3995,80,74,82,81,74.9,Medium,1,9.97
2996,3996,90,73,100,95,73.7,Medium,0,0.0
2997,3997,76,67,74,75,68.0,Medium,1,12.63
2998,3998,85,69,93,89,72.7,Medium,1,11.59
2999,3999,57,47,66,61,53.9,Low,0,0.0
3000,4000,47,42,56,51,50.6,Low,1,10.11
3001,4001,55,41,60,57,48.2,Low,0,0.0
3002,4002,61,40,67,64,43.1,Low,0,0.0
3003,4003,57,41,54,55,42.3,Low,0,0.0
3004,4004,68,44,71,69,41.7,Low,0,0.0
3005,4005,89,71,82,85,76.3,Medium,1,14.86
3006,4006,67,63,85,76,63.2,Medium,0,0.0
3007,4007,71,40,63,67,47.8,Low,0,0.0
3008,4008,75,60,85,80,63.0,Medium,0,0.0
3009,4009,67,41,54,60,49.3,Low,0,0.0
3010,4010,65,44,60,62,47.5,Low,0,0.0
3011,4011,70,43,68,69,44.9,Low,0,0.0
3012,4012,88,72,84,86,74.1,Medium,1,11.18
3013,4013,97,72,92,94,70.2,Medium,1,9.12
3014,4014,100,82,100,100,80.9,High,1,9.03
3015,4015,63,43,69,66,50.0,Low,0,0.0
3016,4016,76,61,77,76,64.5,Medium,1,9.41
3017,4017,96,72,84,90,77.7,Medium,1,10.72
3018,4018,68,44,61,64,52.0,Low,0,0.0
3019,4019,100,77,95,97,78.7,Medium,1,10.24
3020,4020,74,55,78,76,50.5,Low,0,0.0
3021,4021,80,72,85,82,76.1,Medium,1,6.04
3022,4022,94,74,99,96,77.1,Medium,1,9.31
3023,4023,89,65,80,84,71.1,Medium,1,6.71
3024,4024,97,73,100,98,71.3,Medium,1,12.44
3025,4025,85,73,94,89,67.9,Medium,1,9.02
3026,4026,75,63,71,73,66.0,Medium,1,9.95
