attendance_id,student_id,semester,attendance_percentage,classes_attended,classes_conducted,low_attendance
1805,2805,4,81,121,150,False
1806,2806,2,84,126,150,False
1807,2807,2,91,136,150,False
1808,2808,8,82,123,150,False
1809,2809,3,91,136,150,False
1810,2810,4,73,109,150,True
1811,2811,2,88,132,150,False
1812,2812,7,81,121,150,False
1813,2813,7,100,150,150,False
1814,2814,5,88,132,150,False
1815,2815,8,89,133,150,False
1816,2816,1,95,142,150,False
1817,2817,7,91,136,150,False
1818,2818,8,93,139,150,False
1819,2819,3,85,127,150,False
1820,2820,3,72,108,150,True
1821,2821,1,66,99,150,True
1822,2822,1,84,126,150,False
1823,2823,2,100,150,150,False
1824,2824,6,74,111,150,True
1825,2825,6,97,145,150,False
1826,2826,8,93,139,150,False
1827,2827,4,82,123,150,False
1828,2828,3,92,138,150,False
1829,2829,6,75,112,150,False
1830,2830,4,79,118,150,False
1831,2831,6,89,133,150,False
1832,2832,8,75,112,150,False
1833,2833,1,83,124,150,False
1834,2834,3,83,124,150,False
1835,2835,5,78,117,150,False
1836,2836,2,88,132,150,False
1837,2837,7,87,130,150,False
1838,2838,4,82,123,150,False
1839,2839,7,83,124,150,False
1840,2840,5,95,142,150,False
1841,2841,8,92,138,150,False
1842,2842,5,86,129,150,False
1843,2843,2,91,136,150,False
1844,2844,4,76,114,150,False
1845,2845,8,78,117,150,False
1846,2846,8,86,129,150,False
1847,2847,2,79,118,150,False
1848,2848,6,91,136,150,False
1849,2849,1,72,108,150,True
1850,2850,7,100,150,150,False
1851,2851,8,94,141,150,False
1852,2852,1,85,127,150,False
1853,2853,7,87,130,150,False
1854,2854,1,75,112,150,False
1855,2855,7,82,123,150,False
1856,2856,7,72,108,150,True
1857,2857,4,86,129,150,False
1858,2858,3,82,123,150,False
1859,2859,4,81,121,150,False
1860,2860,1,96,144,150,False
1861,2861,7,74,111,150,True
1862,2862,2,80,120,150,False
1863,2863,5,97,145,150,False
1864,2864,6,94,141,150,False
1865,2865,7,84,126,150,False
1866,2866,5,77,115,150,False
1867,2867,5,96,144,150,False
1868,2868,8,99,148,150,False
1869,2869,5,86,129,150,False
1870,2870,5,89,133,150,False
1871,2871,4,84,126,150,False
1872,2872,8,73,109,150,True
1873,2873,7,87,130,150,False
1874,2874,2,95,142,150,False
1875,2875,6,71,106,150,True
1876,2876,2,90,135,150,False
1877,2877,2,86,129,150,False
1878,2878,7,80,120,150,False
1879,2879,7,98,147,150,False
1880,2880,7,97,145,150,False
1881,2881,4,89,133,150,False
1882,2882,4,99,148,150,False
1883,2883,4,94,141,150,False
1884,2884,4,84,126,150,False
1885,2885,3,95,142,150,False
1886,2886,3,78,117,150,False
1887,2887,7,89,133,150,False
1888,2888,8,81,121,150,False
1889,2889,7,92,138,150,False
1890,2890,7,96,144,150,False
1891,2891,3,79,118,150,False
1892,2892,8,86,129,150,False
1893,2893,2,89,133,150,False
1894,2894,2,100,150,150,False
1895,2895,2,89,133,150,False
1896,2896,4,97,145,150,False
1897,2897,2,91,136,150,False
1898,2898,6,96,144,150,False
1899,2899,5,82,123,150,False
1900,2900,4,80,120,150,False
1901,2901,4,79,118,150,False
1902,2902,1,99,148,150,False
1903,2903,7,83,124,150,False
1904,2904,3,86,129,150,False
1905,2905,1,95,142,150,False
1906,2906,7,81,121,150,False
1907,2907,8,88,132,150,False
1908,2908,1,92,138,150,False
1909,2909,1,100,150,150,False
1910,2910,4,84,126,150,False
1911,2911,2,81,121,150,False
1912,2912,2,88,132,150,False
1913,2913,2,85,127,150,False
1914,2914,3,99,148,150,False
1915,2915,3,85,127,150,False
1916,2916,5,87,130,150,False
1917,2917,8,94,141,150,False
1918,2918,7,89,133,150,False
1919,2919,8,100,150,150,False
1920,2920,3,88,132,150,False
1921,2921,1,90,135,150,False
1922,2922,6,80,120,150,False
1923,2923,5,79,118,150,False
1924,2924,4,90,135,150,False
1925,2925,7,85,127,150,False
1926,2926,6,83,124,150,False
1927,2927,7,94,141,150,False
1928,2928,6,73,109,150,True
1929,2929,3,93,139,150,False
1930,2930,6,97,145,150,False
1931,2931,6,88,132,150,False
1932,2932,3,93,139,150,False
1933,2933,5,96,144,150,False
1934,2934,8,94,141,150,False
1935,2935,7,93,139,150,False
1936,2936,2,91,136,150,False
1937,2937,7,65,97,150,True
1938,2938,6,97,145,150,False
1939,2939,1,79,118,150,False
1940,2940,2,96,144,150,False
1941,2941,5,91,136,150,False
1942,2942,5,73,109,150,True
1943,2943,6,77,115,150,False
1944,2944,5,99,148,150,False
1945,2945,7,76,114,150,False
1946,2946,1,89,133,150,False
1947,2947,2,95,142,150,False
1948,2948,1,82,123,150,False
1949,2949,4,87,130,150,False
1950,2950,6,88,132,150,False
1951,2951,5,81,121,150,False
1952,2952,8,83,124,150,False
1953,2953,6,91,136,150,False
1954,2954,8,95,142,150,False
1955,2955,5,74,111,150,True
1956,2956,1,89,133,150,False
1957,2957,4,98,147,150,False
1958,2958,1,95,142,150,False
1959,2959,5,86,129,150,False
1960,2960,5,96,144,150,False
1961,2961,6,96,144,150,False
1962,2962,6,85,127,150,False
1963,2963,7,91,136,150,False
1964,2964,3,77,115,150,False
1965,2965,6,87,130,150,False
1966,2966,2,96,144,150,False
1967,2967,4,82,123,150,False
1968,2968,1,89,133,150,False
1969,2969,3,78,117,150,False
1970,2970,6,83,124,150,False
1971,2971,8,100,150,150,False
1972,2972,7,97,145,150,False
1973,2973,7,100,150,150,False
1974,2974,6,82,123,150,False
1975,2975,6,85,127,150,False
1976,2976,2,72,108,150,True
1977,2977,2,94,141,150,False
1978,2978,8,86,129,150,False
1979,2979,8,87,130,150,False
1980,2980,1,93,139,150,False
1981,2981,4,91,136,150,False
1982,2982,8,77,115,150,False
1983,2983,6,100,150,150,False
1984,2984,8,78,117,150,False
1985,2985,8,86,129,150,False
1986,2986,3,81,121,150,False
1987,2987,2,81,121,150,False
1988,2988,1,93,139,150,False
1989,2989,3,89,133,150,False
1990,2990,6,83,124,150,False
1991,2991,2,91,136,150,False
1992,2992,7,86,129,150,False
1993,2993,8,97,145,150,False
1994,2994,4,95,142,150,False
1995,2995,7,92,138,150,False
1996,2996,1,83,124,150,False
1997,2997,1,89,133,150,False
1998,2998,4,99,148,150,False
1999,2999,7,86,129,150,False
2000,3000,5,84,126,150,False
2001,3001,6,92,138,150,False
2002,3002,7,83,124,150,False
2003,3003,3,96,144,150,False
2004,3004,1,96,144,150,False
2005,3005,6,78,117,150,False
2006,3006,1,94,141,150,False
2007,3007,7,95,142,150,False
2008,3008,1,93,139,150,False
2009,3009,4,81,121,150,False
2010,3010,4,79,118,150,False
2011,3011,4,84,126,150,False
2012,3012,4,79,118,150,False
2013,3013,7,80,120,150,False
2014,3014,6,85,127,150,False
2015,3015,4,80,120,150,False
2016,3016,6,85,127,150,False
2017,3017,2,69,103,150,True
2018,3018,7,90,135,150,False
2019,3019,3,84,126,150,False
2020,3020,5,87,130,150,False
2021,3021,6,88,132,150,False
2022,3022,3,75,112,150,False
2023,3023,7,96,144,150,False
2024,3024,4,99,148,150,False
2025,3025,2,99,148,150,False
2026,3026,2,79,118,150,False
2027,3027,3,88,132,150,False
2028,3028,6,99,148,150,False
2029,3029,5,79,118,150,False
2030,3030,4,93,139,150,False
2031,3031,3,76,114,150,False
2032,3032,2,84,126,150,False
2033,3033,2,98,147,150,False
2034,3034,1,92,138,150,False
2035,3035,2,86,129,150,False
2036,3036,5,87,130,150,False
2037,3037,7,90,135,150,False
2038,3038,7,75,112,150,False
2039,3039,7,76,114,150,False
2040,3040,8,94,141,150,False
2041,3041,4,81,121,150,False
2042,3042,4,86,129,150,False
2043,3043,1,87,130,150,False
2044,3044,3,89,133,150,False
2045,3045,2,91,136,150,False
2046,3046,7,84,126,150,False
2047,3047,7,82,123,150,False
2048,3048,8,94,141,150,False
2049,3049,6,95,142,150,False
2050,3050,6,87,130,150,False
2051,3051,7,85,127,150,False
2052,3052,8,83,124,150,False
2053,3053,1,90,135,150,False
2054,3054,7,90,135,150,False
2055,3055,4,72,108,150,True
2056,3056,3,100,150,150,False
2057,3057,6,74,111,150,True
2058,3058,6,75,112,150,False
2059,3059,3,90,135,150,False
2060,3060,5,82,123,150,False
2061,3061,1,85,127,150,False
2062,3062,7,80,120,150,False
2063,3063,8,78,117,150,False
2064,3064,1,86,129,150,False
2065,3065,3,74,111,150,True
2066,3066,2,90,135,150,False
2067,3067,6,85,127,150,False
2068,3068,8,90,135,150,False
2069,3069,4,92,138,150,False
2070,3070,4,95,142,150,False
2071,3071,1,79,118,150,False
2072,3072,8,79,118,150,False
2073,3073,6,77,115,150,False
2074,3074,4,88,132,150,False
2075,3075,3,85,127,150,False
2076,3076,7,91,136,150,False
2077,3077,8,88,132,150,False
2078,3078,6,92,138,150,False
2079,3079,1,98,147,150,False
2080,3080,3,72,108,150,True
2081,3081,3,86,129,150,False
2082,3082,7,85,127,150,False
2083,3083,1,85,127,150,False
2084,3084,7,91,136,150,False
2085,3085,1,91,136,150,False
2086,3086,5,92,138,150,False
2087,3087,2,92,138,150,False
2088,3088,2,83,124,150,False
2089,3089,8,92,138,150,False
2090,3090,8,76,114,150,False
2091,3091,3,91,136,150,False
2092,3092,1,92,138,150,False
2093,3093,2,87,130,150,False
2094,3094,5,86,129,150,False
2095,3095,6,85,127,150,False
2096,3096,2,85,127,150,False
2097,3097,5,78,117,150,False
2098,3098,7,89,133,150,False
2099,3099,6,94,141,150,False
2100,3100,8,86,129,150,False
2101,3101,7,69,103,150,True
2102,3102,3,90,135,150,False
2103,3103,2,90,135,150,False
2104,3104,7,93,139,150,False
2105,3105,1,97,145,150,False
2106,3106,7,100,150,150,False
2107,3107,7,100,150,150,False
2108,3108,6,89,133,150,False
2109,3109,1,97,145,150,False
2110,3110,6,82,123,150,False
2111,3111,7,92,138,150,False
2112,3112,1,88,132,150,False
2113,3113,4,100,150,150,False
2114,3114,8,88,132,150,False
2115,3115,6,77,115,150,False
2116,3116,1,98,147,150,False
2117,3117,3,88,132,150,False
2118,3118,6,88,132,150,False
2119,3119,8,90,135,150,False
2120,3120,4,68,102,150,True
2121,3121,4,85,127,150,False
2122,3122,4,73,109,150,True
2123,3123,7,79,118,150,False
2124,3124,2,93,139,150,False
2125,3125,3,86,129,150,False
2126,3126,6,89,133,150,False
2127,3127,4,89,133,150,False
2128,3128,1,88,132,150,False
2129,3129,7,94,141,150,False
2130,3130,6,90,135,150,False
2131,3131,2,80,120,150,False
2132,3132,1,84,126,150,False
2133,3133,8,100,150,150,False
2134,3134,8,82,123,150,False
2135,3135,4,99,148,150,False
2136,3136,8,91,136,150,False
2137,3137,4,74,111,150,True
2138,3138,3,88,132,150,False
2139,3139,6,76,114,150,False
2140,3140,8,81,121,150,False
2141,3141,4,94,141,150,False
2142,3142,5,80,120,150,False
2143,3143,7,68,102,150,True
2144,3144,3,94,141,150,False
2145,3145,6,100,150,150,False
2146,3146,3,82,123,150,False
2147,3147,1,89,133,150,False
2148,3148,4,89,133,150,False
2149,3149,8,91,136,150,False
2150,3150,3,92,138,150,False
2151,3151,4,87,130,150,False
2152,3152,5,89,133,150,False
2153,3153,1,90,135,150,False
2154,3154,5,71,106,150,True
2155,3155,6,92,138,150,False
2156,3156,5,76,114,150,False
2157,3157,2,80,120,150,False
2158,3158,4,85,127,150,False
2159,3159,1,86,129,150,False
2160,3160,6,79,118,150,False
2161,3161,4,94,141,150,False
2162,3162,5,99,148,150,False
2163,3163,2,82,123,150,False
2164,3164,8,97,145,150,False
2165,3165,2,91,136,150,False
2166,3166,6,85,127,150,False
2167,3167,3,80,120,150,False
2168,3168,8,100,150,150,False
2169,3169,5,80,120,150,False
2170,3170,5,78,117,150,False
2171,3171,3,96,144,150,False
2172,3172,2,71,106,150,True
2173,3173,1,76,114,150,False
2174,3174,8,89,133,150,False
2175,3175,3,93,139,150,False
2176,3176,4,86,129,150,False
2177,3177,4,87,130,150,False
2178,3178,5,80,120,150,False
2179,3179,4,100,150,150,False
2180,3180,6,81,121,150,False
2181,3181,2,89,133,150,False
2182,3182,6,86,129,150,False
2183,3183,4,78,117,150,False
2184,3184,1,82,123,150,False
2185,3185,3,92,138,150,False
2186,3186,7,93,139,150,False
2187,3187,3,93,139,150,False
2188,3188,4,89,133,150,False
2189,3189,3,84,126,150,False
2190,3190,8,87,130,150,False
2191,3191,6,90,135,150,False
2192,3192,4,68,102,150,True
2193,3193,1,91,136,150,False
2194,3194,2,76,114,150,False
2195,3195,2,88,132,150,False
2196,3196,1,89,133,150,False
2197,3197,6,96,144,150,False
2198,3198,4,81,121,150,False
2199,3199,4,90,135,150,False
2200,3200,2,100,150,150,False
2201,3201,3,89,133,150,False
2202,3202,8,77,115,150,False
2203,3203,5,93,139,150,False
2204,3204,8,75,112,150,False
2205,3205,6,100,150,150,False
2206,3206,6,94,141,150,False
2207,3207,7,85,127,150,False
2208,3208,6,83,124,150,False
2209,3209,3,77,115,150,False
2210,3210,4,81,121,150,False
2211,3211,2,86,129,150,False
2212,3212,7,94,141,150,False
2213,3213,3,98,147,150,False
2214,3214,6,99,148,150,False
2215,3215,1,97,145,150,False
2216,3216,5,87,130,150,False
2217,3217,1,86,129,150,False
2218,3218,3,86,129,150,False
2219,3219,6,98,147,150,False
2220,3220,2,72,108,150,True
2221,3221,1,75,112,150,False
2222,3222,7,80,120,150,False
2223,3223,7,84,126,150,False
2224,3224,1,81,121,150,False
2225,3225,1,89,133,150,False
2226,3226,6,96,144,150,False
2227,3227,7,94,141,150,False
2228,3228,2,80,120,150,False
2229,3229,8,84,126,150,False
2230,3230,7,86,129,150,False
2231,3231,6,90,135,150,False
2232,3232,5,89,133,150,False
2233,3233,3,94,141,150,False
2234,3234,6,76,114,150,False
2235,3235,6,97,145,150,False
2236,3236,2,90,135,150,False
2237,3237,2,80,120,150,False
2238,3238,2,90,135,150,False
2239,3239,5,78,117,150,False
2240,3240,8,97,145,150,False
2241,3241,4,90,135,150,False
2242,3242,8,92,138,150,False
2243,3243,3,100,150,150,False
2244,3244,1,100,150,150,False
2245,3245,6,90,135,150,False
2246,3246,5,81,121,150,False
2247,3247,5,91,136,150,False
2248,3248,8,88,132,150,False
2249,3249,7,99,148,150,False
2250,3250,6,90,135,150,False
2251,3251,3,92,138,150,False
2252,3252,5,96,144,150,False
2253,3253,1,96,144,150,False
2254,3254,6,93,139,150,False
2255,3255,8,82,123,150,False
2256,3256,5,81,121,150,False
2257,3257,1,93,139,150,False
2258,3258,8,92,138,150,False
2259,3259,8,93,139,150,False
2260,3260,8,92,138,150,False
2261,3261,1,92,138,150,False
2262,3262,3,89,133,150,False
2263,3263,2,91,136,150,False
2264,3264,4,77,115,150,False
2265,3265,2,84,126,150,False
2266,3266,4,76,114,150,False
2267,3267,7,93,139,150,False
2268,3268,1,77,115,150,False
2269,3269,6,93,139,150,False
2270,3270,5,89,133,150,False
2271,3271,8,73,109,150,True
2272,3272,5,83,124,150,False
2273,3273,4,75,112,150,False
2274,3274,4,88,132,150,False
2275,3275,3,94,141,150,False
2276,3276,4,100,150,150,False
2277,3277,6,87,130,150,False
2278,3278,6,79,118,150,False
2279,3279,2,91,136,150,False
2280,3280,7,86,129,150,False
2281,3281,4,83,124,150,False
2282,3282,7,82,123,150,False
2283,3283,1,100,150,150,False
2284,3284,4,83,124,150,False
2285,3285,1,75,112,150,False
2286,3286,5,85,127,150,False
2287,3287,1,83,124,150,False
2288,3288,6,85,127,150,False
2289,3289,1,93,139,150,False
2290,3290,6,92,138,150,False
2291,3291,3,84,126,150,False
2292,3292,3,93,139,150,False
2293,3293,1,98,147,150,False
2294,3294,4,85,127,150,False
2295,3295,8,90,135,150,False
2296,3296,2,73,109,150,True
2297,3297,8,76,114,150,False
2298,3298,6,90,135,150,False
2299,3299,4,82,123,150,False
2300,3300,3,72,108,150,True
2301,3301,6,89,133,150,False
2302,3302,7,72,108,150,True
2303,3303,7,86,129,150,False
2304,3304,4,84,126,150,False
2305,3305,1,98,147,150,False
2306,3306,1,100,150,150,False
2307,3307,4,100,150,150,False
2308,3308,2,75,112,150,False
2309,3309,3,93,139,150,False
2310,3310,5,83,124,150,False
2311,3311,5,89,133,150,False
2312,3312,2,84,126,150,False
2313,3313,5,84,126,150,False
2314,3314,6,83,124,150,False
2315,3315,6,86,129,150,False
2316,3316,8,81,121,150,False
2317,3317,6,100,150,150,False
2318,3318,1,99,148,150,False
2319,3319,5,87,130,150,False
2320,3320,7,72,108,150,True
2321,3321,7,76,114,150,False
2322,3322,6,100,150,150,False
2323,3323,7,85,127,150,False
2324,3324,2,81,121,150,False
2325,3325,8,77,115,150,False
2326,3326,5,100,150,150,False
2327,3327,6,97,145,150,False
2328,3328,5,69,103,150,True
2329,3329,8,86,129,150,False
2330,3330,4,88,132,150,False
2331,3331,5,87,130,150,False
2332,3332,5,75,112,150,False
2333,3333,3,92,138,150,False
2334,3334,1,77,115,150,False
2335,3335,7,85,127,150,False
2336,3336,2,100,150,150,False
2337,3337,5,80,120,150,False
2338,3338,4,82,123,150,False
2339,3339,3,92,138,150,False
2340,3340,4,90,135,150,False
2341,3341,6,82,123,150,False
2342,3342,3,78,117,150,False
2343,3343,2,83,124,150,False
2344,3344,7,77,115,150,False
2345,3345,2,87,130,150,False
2346,3346,3,91,136,150,False
2347,3347,2,94,141,150,False
2348,3348,7,88,132,150,False
2349,3349,7,86,129,150,False
2350,3350,2,97,145,150,False
2351,3351,7,90,135,150,False
2352,3352,1,96,144,150,False
2353,3353,3,73,109,150,True
2354,3354,1,87,130,150,False
2355,3355,5,86,129,150,False
2356,3356,1,96,144,150,False
2357,3357,1,80,120,150,False
2358,3358,5,80,120,150,False
2359,3359,5,98,147,150,False
2360,3360,2,91,136,150,False
2361,3361,2,100,150,150,False
2362,3362,2,100,150,150,False
2363,3363,2,92,138,150,False
2364,3364,3,94,141,150,False
2365,3365,8,94,141,150,False
2366,3366,2,100,150,150,False
2367,3367,2,79,118,150,False
2368,3368,1,74,111,150,True
2369,3369,3,86,129,150,False
2370,3370,5,91,136,150,False
2371,3371,1,71,106,150,True
2372,3372,6,82,123,150,False
2373,3373,2,89,133,150,False
2374,3374,5,73,109,150,True
2375,3375,1,89,133,150,False
2376,3376,6,80,120,150,False
2377,3377,7,81,121,150,False
2378,3378,3,86,129,150,False
2379,3379,5,94,141,150,False
2380,3380,4,89,133,150,False
2381,3381,2,93,139,150,False
2382,3382,5,92,138,150,False
2383,3383,2,100,150,150,False
2384,3384,4,83,124,150,False
2385,3385,8,83,124,150,False
2386,3386,2,93,139,150,False
2387,3387,3,92,138,150,False
2388,3388,3,79,118,150,False
2389,3389,3,87,130,150,False
2390,3390,2,83,124,150,False
2391,3391,6,84,126,150,False
2392,3392,5,83,124,150,False
2393,3393,7,94,141,150,False
2394,3394,7,81,121,150,False
2395,3395,8,91,136,150,False
2396,3396,8,89,133,150,False
2397,3397,3,91,136,150,False
2398,3398,5,91,136,150,False
2399,3399,2,97,145,150,False
2400,3400,4,100,150,150,False
2401,3401,6,88,132,150,False
2402,3402,5,83,124,150,False
2403,3403,5,100,150,150,False
2404,3404,8,80,120,150,False
2405,3405,7,86,129,150,False
2406,3406,8,79,118,150,False
2407,3407,5,86,129,150,False
2408,3408,6,73,109,150,True
2409,3409,6,100,150,150,False
2410,3410,8,74,111,150,True
2411,3411,4,96,144,150,False
2412,3412,5,86,129,150,False
2413,3413,6,80,120,150,False
2414,3414,4,78,117,150,False
2415,3415,2,86,129,150,False
2416,3416,8,93,139,150,False
2417,3417,6,88,132,150,False
2418,3418,1,98,147,150,False
2419,3419,5,85,127,150,False
2420,3420,8,100,150,150,False
2421,3421,3,89,133,150,False
2422,3422,7,72,108,150,True
2423,3423,6,89,133,150,False
2424,3424,6,100,150,150,False
2425,3425,3,100,150,150,False
2426,3426,8,97,145,150,False
2427,3427,8,82,123,150,False
2428,3428,1,86,129,150,False
2429,3429,1,87,130,150,False
2430,3430,8,84,126,150,False
2431,3431,4,80,120,150,False
2432,3432,7,85,127,150,False
2433,3433,1,92,138,150,False
2434,3434,8,83,124,150,False
2435,3435,6,95,142,150,False
2436,3436,7,87,130,150,False
2437,3437,1,94,141,150,False
2438,3438,1,82,123,150,False
2439,3439,5,89,133,150,False
2440,3440,3,82,123,150,False
2441,3441,1,74,111,150,True
2442,3442,4,87,130,150,False
2443,3443,5,90,135,150,False
2444,3444,1,98,147,150,False
2445,3445,6,93,139,150,False
2446,3446,2,89,133,150,False
2447,3447,3,85,127,150,False
2448,3448,1,82,123,150,False
2449,3449,4,78,117,150,False
2450,3450,8,92,138,150,False
2451,3451,6,90,135,150,False
2452,3452,6,100,150,150,False
2453,3453,7,95,142,150,False
2454,3454,1,73,109,150,True
2455,3455,4,87,130,150,False
2456,3456,3,82,123,150,False
2457,3457,7,82,123,150,False
2458,3458,5,81,121,150,False
2459,3459,4,92,138,150,False
2460,3460,8,84,126,150,False
2461,3461,4,83,124,150,False
2462,3462,4,86,129,150,False
2463,3463,1,89,133,150,False
2464,3464,6,88,132,150,False
2465,3465,8,77,115,150,False
2466,3466,4,86,129,150,False
2467,3467,1,83,124,150,False
2468,3468,3,100,150,150,False
2469,3469,8,78,117,150,False
2470,3470,2,94,141,150,False
2471,3471,7,89,133,150,False
2472,3472,7,98,147,150,False
2473,3473,1,89,133,150,False
2474,3474,5,88,132,150,False
2475,3475,7,91,136,150,False
2476,3476,4,86,129,150,False
2477,3477,8,84,126,150,False
2478,3478,3,92,138,150,False
2479,3479,3,87,130,150,False
2480,3480,4,85,127,150,False
2481,3481,1,100,150,150,False
2482,3482,5,94,141,150,False
2483,3483,7,84,126,150,False
2484,3484,2,96,144,150,False
2485,3485,5,87,130,150,False
2486,3486,7,93,139,150,False
2487,3487,1,87,130,150,False
2488,3488,6,89,133,150,False
2489,3489,8,88,132,150,False
2490,3490,1,80,120,150,False
2491,3491,6,79,118,150,False
2492,3492,1,94,141,150,False
2493,3493,7,76,114,150,False
2494,3494,7,84,126,150,False
2495,3495,1,70,105,150,True
2496,3496,1,83,124,150,False
2497,3497,7,83,124,150,False
2498,3498,5,91,136,150,False
2499,3499,1,88,132,150,False
2500,3500,8,94,141,150,False
2501,3501,4,86,129,150,False
2502,3502,4,82,123,150,False
2503,3503,5,88,132,150,False
2504,3504,2,83,124,150,False
2505,3505,7,81,121,150,False
2506,3506,7,80,120,150,False
2507,3507,3,89,133,150,False
2508,3508,4,86,129,150,False
2509,3509,6,90,135,150,False
2510,3510,4,85,127,150,False
2511,3511,8,89,133,150,False
2512,3512,8,95,142,150,False
2513,3513,6,91,136,150,False
2514,3514,3,82,123,150,False
2515,3515,4,86,129,150,False
2516,3516,7,88,132,150,False
2517,3517,8,82,123,150,False
2518,3518,2,72,108,150,True
2519,3519,4,93,139,150,False
2520,3520,6,79,118,150,False
2521,3521,8,78,117,150,False
2522,3522,2,94,141,150,False
2523,3523,2,90,135,150,False
2524,3524,8,100,150,150,False
2525,3525,1,90,135,150,False
2526,3526,5,81,121,150,False
2527,3527,4,87,130,150,False
2528,3528,8,90,135,150,False
2529,3529,5,85,127,150,False
2530,3530,2,98,147,150,False
2531,3531,2,96,144,150,False
2532,3532,1,79,118,150,False
2533,3533,4,91,136,150,False
2534,3534,7,77,115,150,False
2535,3535,1,87,130,150,False
2536,3536,2,95,142,150,False
2537,3537,4,97,145,150,False
2538,3538,3,86,129,150,False
2539,3539,7,78,117,150,False
2540,3540,6,91,136,150,False
2541,3541,8,81,121,150,False
2542,3542,6,86,129,150,False
2543,3543,1,87,130,150,False
2544,3544,4,72,108,150,True
2545,3545,3,80,120,150,False
2546,3546,5,91,136,150,False
2547,3547,5,89,133,150,False
2548,3548,6,85,127,150,False
2549,3549,3,93,139,150,False
2550,3550,5,87,130,150,False
2551,3551,5,100,150,150,False
2552,3552,1,83,124,150,False
2553,3553,5,74,111,150,True
2554,3554,7,100,150,150,False
2555,3555,1,97,145,150,False
2556,3556,7,82,123,150,False
2557,3557,6,90,135,150,False
2558,3558,8,84,126,150,False
2559,3559,8,75,112,150,False
2560,3560,7,94,141,150,False
2561,3561,8,83,124,150,False
2562,3562,2,79,118,150,False
2563,3563,5,94,141,150,False
2564,3564,4,76,114,150,False
2565,3565,5,88,132,150,False
2566,3566,1,91,136,150,False
2567,3567,7,87,130,150,False
2568,3568,1,86,129,150,False
2569,3569,6,86,129,150,False
2570,3570,2,81,121,150,False
2571,3571,5,63,94,150,True
2572,3572,2,93,139,150,False
2573,3573,1,78,117,150,False
2574,3574,3,86,129,150,False
2575,3575,4,98,147,150,False
2576,3576,4,84,126,150,False
2577,3577,1,97,145,150,False
2578,3578,3,87,130,150,False
2579,3579,8,87,130,150,False
2580,3580,7,84,126,150,False
2581,3581,4,88,132,150,False
2582,3582,3,79,118,150,False
2583,3583,1,100,150,150,False
2584,3584,4,76,114,150,False
2585,3585,7,100,150,150,False
2586,3586,7,95,142,150,False
2587,3587,3,85,127,150,False
2588,3588,2,85,127,150,False
2589,3589,7,91,136,150,False
2590,3590,5,92,138,150,False
2591,3591,5,80,120,150,False
2592,3592,6,97,145,150,False
2593,3593,4,79,118,150,False
2594,3594,3,93,139,150,False
2595,3595,3,85,127,150,False
2596,3596,2,100,150,150,False
2597,3597,3,82,123,150,False
2598,3598,5,86,129,150,False
2599,3599,7,76,114,150,False
2600,3600,8,93,139,150,False
2601,3601,8,96,144,150,False
2602,3602,3,72,108,150,True
2603,3603,7,84,126,150,False
2604,3604,4,100,150,150,False
2605,3605,8,81,121,150,False
2606,3606,4,83,124,150,False
2607,3607,7,76,114,150,False
2608,3608,1,100,150,150,False
2609,3609,1,85,127,150,False
2610,3610,4,88,132,150,False
2611,3611,7,79,118,150,False
2612,3612,7,79,118,150,False
2613,3613,2,94,141,150,False
2614,3614,3,100,150,150,False
2615,3615,8,93,139,150,False
2616,3616,8,93,139,150,False
2617,3617,3,75,112,150,False
2618,3618,1,73,109,150,True
2619,3619,3,85,127,150,False
2620,3620,8,88,132,150,False
2621,3621,4,92,138,150,False
2622,3622,6,87,130,150,False
2623,3623,2,93,139,150,False
2624,3624,1,99,148,150,False
2625,3625,7,84,126,150,False
2626,3626,7,92,138,150,False
2627,3627,7,77,115,150,False
2628,3628,7,84,126,150,False
2629,3629,6,88,132,150,False
2630,3630,2,98,147,150,False
2631,3631,4,80,120,150,False
2632,3632,8,100,150,150,False
2633,3633,1,96,144,150,False
2634,3634,3,88,132,150,False
2635,3635,7,84,126,150,False
2636,3636,4,80,120,150,False
2637,3637,8,75,112,150,False
2638,3638,8,93,139,150,False
2639,3639,5,89,133,150,False
2640,3640,4,88,132,150,False
2641,3641,1,76,114,150,False
2642,3642,2,92,138,150,False
2643,3643,7,99,148,150,False
2644,3644,8,82,123,150,False
2645,3645,4,76,114,150,False
2646,3646,4,100,150,150,False
2647,3647,4,84,126,150,False
2648,3648,6,100,150,150,False
2649,3649,4,79,118,150,False
2650,3650,2,83,124,150,False
2651,3651,3,75,112,150,False
2652,3652,7,80,120,150,False
2653,3653,8,87,130,150,False
2654,3654,2,88,132,150,False
2655,3655,6,89,133,150,False
2656,3656,3,84,126,150,False
2657,3657,3,93,139,150,False
2658,3658,7,68,102,150,True
2659,3659,7,81,121,150,False
2660,3660,3,96,144,150,False
2661,3661,7,99,148,150,False
2662,3662,2,81,121,150,False
2663,3663,6,80,120,150,False
2664,3664,3,84,126,150,False
2665,3665,8,87,130,150,False
2666,3666,7,71,106,150,True
2667,3667,7,88,132,150,False
2668,3668,2,100,150,150,False
2669,3669,2,98,147,150,False
2670,3670,8,83,124,150,False
2671,3671,3,96,144,150,False
2672,3672,6,100,150,150,False
2673,3673,2,78,117,150,False
2674,3674,3,88,132,150,False
2675,3675,2,81,121,150,False
2676,3676,3,84,126,150,False
